t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand,sp_gain,sp_cost,sp_action
122,33.61042366898032,-0.0339715874881271,-0.0104616102369954,-0.10262652440275566,-0.0112441606541326,0.15151515151515138,0.057863395174114214,1.5380476886220864,0.04394242234843739,0.057863395174114214
123,33.631293849265575,0.1151209897947178,-0.0108632087177114,-0.10656598152901303,-0.0127477137756066,0.024437927663734094,0.06006093733425091,1.5478925586322911,0.021039920135092722,0.06006093733425091
124,33.62944521249889,0.0358909903410145,-0.0113228434749542,-0.11107472103166537,-0.0165518233937932,-0.06353861192570864,0.06078225986742944,1.5505065788952899,0.0019919561275015063,0.06078225986742944
125,33.628667864067594,0.0068248164726373,-0.0119348945599617,-0.117078536109255,-0.0201917348747283,-0.14173998044965774,0.06222928736446756,1.5479339322889858,0.002248613086591442,0.06222928736446756
126,33.646093398331764,0.116037103703534,-0.0127386152472432,-0.1249624358541083,-0.0221664253270645,-0.053763440860215006,0.06582918169708873,1.5404962058238099,0.012077933951143899,0.06582918169708873
127,33.65494441591066,0.1096356987900176,-0.0135423359345247,-0.1328462548773632,-0.0119303690249219,-0.07331378299120228,0.07602341691414598,1.5389187397525168,0.002016669378003775,0.07602341691414598
128,33.6543284414966,0.0633617200392037,-0.013917796825877498,-0.13652917902991715,-0.0142153120055861,0.03421309872922773,0.0789733708361958,1.534469306601651,0.0034309242971866482,0.0789733708361958
129,33.64188205843046,-0.0697121127714786,-0.0142613955752182,-0.13989954817937858,-0.0169046661833232,0.08308895405669592,0.07972633647883097,1.5390794176018725,0.0026815466445196012,0.07972633647883097
130,33.639310672746014,-0.0256700744272051,-0.014462592634718599,-0.14187308777433183,-0.0179915508790774,-0.014662756598240456,0.07995891820703033,1.5481889894638792,0.007757700678235241,0.07995891820703033
131,33.64160582105296,0.0076972890136698,-0.014496679988105598,-0.1422074496568458,-0.0170908919146557,-0.024437927663734094,0.08062942788062347,1.5485286843579427,0.001303162838570537,0.08062942788062347
132,33.64423099286055,0.0206334775083905,-0.0145307673414926,-0.1425418113741222,-0.006691928457558,0.07331378299120228,0.08633687698445643,1.5479044541785896,0.001756577606167557,0.08633687698445643
133,33.63146602512495,-0.1033444214765056,-0.0145745896131247,-0.1429716623377664,-0.0059225342779891,-0.024437927663734094,0.0877215332646133,1.556179305324607,0.0053114095163385245,0.0877215332646133
134,33.64048238624123,0.0170261633667866,-0.014619148404227502,-0.14340873751082023,-0.0073945604119056,-0.08308895405669592,0.08754758328857275,1.5543749794094366,0.002415939564381294,0.08754758328857275
135,33.64944619491993,0.0516464351077939,-0.0145999511523266,-0.14322043256726683,0.0085306351889221,-0.07331378299120228,0.0960103876620616,1.5464905376429323,0.00855558221406154,0.0960103876620616
136,33.6606525333441,0.0783217946471781,-0.0144971605361358,-0.14221216333766348,0.0106272311172205,-0.053763440860215006,0.09873614446138614,1.5373477087887273,0.007777303395281111,0.09873614446138614
137,33.66382619835352,0.0531691191818991,-0.014394369919944998,-0.1412038926054591,0.0199566745601445,-0.004887585532746819,0.1040317784990256,1.5296807580278038,0.005920937792204515,0.1040317784990256
138,33.664577483775766,0.0320800642508039,-0.0143633999473498,-0.14090010858104565,0.031023073496364,0.053763440860215006,0.11089172825250784,1.5267578050083928,0.00230822762982842,0.11089172825250784
139,33.676356607798176,0.1067289773716148,-0.0143357944613399,-0.14062932664417077,0.0253235638506517,0.09286412512218956,0.1089422824669601,1.5301554685871963,0.0021916433506631266,0.1089422824669601
140,33.68939417977814,0.1129154638725034,-0.014394572620261498,-0.14120588088955915,0.0201741700373949,0.07331378299120228,0.10566752205769717,1.539168800617918,0.005024555607491563,0.10566752205769717
141,33.686321448047735,0.0254810017164074,-0.0145648570574688,-0.1428761961003142,0.0255928989320032,0.014662756598240456,0.1083011548646367,1.5461616244706875,0.003647691658039341,0.1083011548646367
142,33.68759151295785,0.0107831696397495,-0.014735141494676102,-0.1445465071681183,0.0245575124500098,0.11241446725317683,0.10921921142567523,1.5450524320290535,0.0031818934544126957,0.10921921142567523
143,33.69347629744251,0.0638125497163601,-0.0152905706617003,-0.14999465320141678,0.03128318995644,0.053763440860215006,0.11493631868453603,1.5578302365068308,0.007386717194054976,0.11493631868453603
144,33.694228297642944,-0.0007131928818876,-0.0158683732318057,-0.15566220845138143,0.0262772578763678,0.06353861192570864,0.11615777903907452,1.5622063760209084,0.00405488456571179,0.11615777903907452
145,33.69579465168002,-0.0084248764993705,-0.0157878675081402,-0.15487254622956195,0.0262500278429799,0.12218963831867047,0.11566443906829227,1.5676029368218278,0.0037615512139578576,0.11566443906829227
146,33.68637039841669,-0.053581362819821,-0.0148320886694321,-0.14549745502530298,0.0586758208583235,0.1319648093841641,0.1264983906076813,1.5802043843620364,0.0042448474527933735,0.1264983906076813
147,33.68565491911126,-0.0415158965516485,-0.013876309830723901,-0.13612223090720907,0.0764351112169933,0.1319648093841641,0.132173926981326,1.5910836849244028,0.004036405361358263,0.132173926981326
148,33.68308114189493,-0.0350540927824043,-0.013392901825974,-0.13138043921633819,0.0891990488227728,0.12218963831867047,0.13673086747583693,1.5999080575136053,0.004192180694074496,0.13673086747583693
149,33.67087664334209,-0.083535472357618,-0.012939547052643201,-0.1269334144005804,0.0976649619433193,0.14173998044965774,0.13928747071569064,1.6051154090268802,0.003803043359113874,0.13928747071569064
150,33.66509058679346,-0.0906754413527643,-0.012823049379882,-0.1257906670447967,0.0889998433958899,0.07331378299120228,0.13440295617358447,1.6127613985422165,0.005530063379409335,0.13440295617358447
151,33.67984371142952,0.0290185391168422,-0.0131296646557312,-0.12879830964911196,0.0881486033460093,0.08308895405669592,0.13465959996402183,1.6103092099501468,0.0023732525864843534,0.13465959996402183
152,33.68676030584716,0.056648615334199,-0.0134362799315804,-0.1318059401447212,0.0772609863964154,0.1319648093841641,0.13081719121306007,1.609983198468061,0.0023082644781500165,0.13081719121306007
153,33.69371454347548,0.0793723734990411,-0.0136963166759,-0.134356665857853,0.0529382888940667,0.15151515151515138,0.11871043689260805,1.6190256408876227,0.005933333690875809,0.11871043689260805
154,33.69922742774519,0.0606209815014253,-0.0139528007667295,-0.13687253434843716,0.0537368306515305,0.06353861192570864,0.11710767385549124,1.63323016278153,0.008120571543832408,0.11710767385549124
155,33.70566429673691,0.0508671966404326,-0.0137493504792187,-0.13487687848228253,0.0549109101431461,0.004887585532746819,0.11632525414944449,1.6342750528858923,0.002094413546740984,0.11632525414944449
156,33.700909014961326,-0.0097004618339527,-0.012998009809397701,-0.1275068858150273,0.0610454026747445,-0.053763440860215006,0.11604094425108714,1.6258731145492997,0.004005292942563011,0.11604094425108714
157,33.69351991516,-0.0417957904454997,-0.0122466691395766,-0.12013682116850508,0.0545742582463783,-0.03421309872922773,0.11012605670843295,1.6080567434063637,0.010379028154192144,0.11012605670843295
158,33.694377455394964,-0.0038027497153037,-0.0117010799327174,-0.11478497479545133,0.0629128354011195,-0.04398826979472137,0.11117228877386837,1.5946484422375249,0.007379535530439724,0.11117228877386837
159,33.69588839402083,-0.0124642718347127,-0.0111712480234081,-0.10958766371180934,0.0684202075055267,-0.04398826979472137,0.11242686199098471,1.5789167411582827,0.007688598701105532,0.11242686199098471
160,33.69692801036815,-0.0073026376834893,-0.010879451705426,-0.10672531582250074,0.0322188146426746,-0.07331378299120228,0.09362470741179538,1.562501313104666,0.005614460566711317,0.09362470741179538
161,33.694063783444385,0.0004457967516858,-0.0108679476440568,-0.10661246765223219,0.0370216975301418,-0.1026392961876832,0.09291021733566725,1.5489237025028209,0.00956968485027708,0.09291021733566725
162,33.700647064254284,0.0384229310651578,-0.0108564435826875,-0.1064996194678532,0.0250836574420596,-0.1319648093841641,0.0872906884724991,1.532072441826057,0.013793507496604629,0.0872906884724991
163,33.69124666274985,-0.0711761304067996,-0.0102422508016768,-0.10047472364788,0.0303905975959714,-0.19061583577712593,0.08664398900096928,1.5132032780998892,0.01877706711928043,0.08664398900096928
164,33.67674057763538,-0.1118266511391075,-0.0095798689504637,-0.09397707694835174,0.0415105767148945,-0.2101661779081132,0.09021467483071714,1.4871210630449732,0.030195886923294262,0.09021467483071714
165,33.665073961750586,-0.1088978368065464,-0.009556991927529,-0.09375266362682436,0.0045329388550814,-0.3079178885630496,0.07201029842501558,1.456963559938339,0.027166673713389627,0.07201029842501558
166,33.667742277198215,-0.0181933209834682,-0.0103739870155376,-0.1017669872456498,-0.0175765674661185,-0.35679374389051777,0.06161106997224288,1.4266839193159246,0.05323358420675592,0.06161106997224288
167,33.66198430743114,-0.0511078188480562,-0.0111909821035461,-0.10978124293695028,-0.0427336409277055,-0.3372434017595305,0.1335839544018398,1.3983701828088,0.05239879649847241,0.1335839544018398
