t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand,theta_a,theta_b,theta_c,theta_d
53,33.6310706438621,0.101786896216282,0.0313994755555342,0.30797824203070084,0.8744806771807574,0.8744806771807574,0.2639724072176482,0.8406138117132156,0.5796947127657034,0.6519402237894982,-0.09493921251978718
54,33.627716467924195,0.0392405693261891,0.0302290403689136,0.296501724244754,0.8436483842390793,0.8436483842390793,0.262629567644574,0.840470130727198,0.5802217041508076,0.6472032994783952,-0.09285079691310699
55,33.62939436216317,0.0579091332893275,0.0286230249096312,0.2807535348540031,0.8251624395114685,0.8251624395114685,0.2350956384595942,0.837801618218568,0.5822448364300824,0.6303372854207434,-0.08354744767779808
56,33.631312300972404,0.0218726941785735,0.0264389067203436,0.25933545919902257,0.7475194362244987,0.7475194362244987,0.2229829446426595,0.8274419013770913,0.5871468621221734,0.587577610722335,-0.056971496640084315
57,33.638276814195024,0.0401814615966941,0.0242547885310559,0.23791614641785108,0.7016215909793354,0.7016215909793354,0.2185118213719779,0.8404551615864293,0.5826025645377005,0.6388111435727041,-0.0889785243591306
58,33.639849181648785,0.0391416985204084,0.022656734159783,0.22224354701082719,0.6769279213065456,0.6769279213065456,0.2128960400293743,0.8330125107982105,0.5843483854864534,0.6245228205844843,-0.07669372518306997
59,33.63784286163287,-0.000707631657863,0.0211027176815635,0.207002295785555,0.6503341737796666,0.6503341737796666,0.1828498312683286,0.8108885671892853,0.5887527671677683,0.5921855282659969,-0.044295220654243427
60,33.633581573745865,-0.0374594188331465,0.0190949718137352,0.1873102902262196,0.5703352005306995,0.5703352005306995,0.1734298998531505,0.7964459341754608,0.5911269419099301,0.5717189253997089,-0.023523830285547574
61,33.64452909847544,0.0454970801738642,0.0165622151337077,0.16246790254427965,0.5268038680744593,0.5268038680744593,0.1273850292351077,0.8131097449859243,0.5892555594000635,0.5962355655149248,-0.047613090395522875
62,33.646022276095884,0.0423475245525191,0.0140294584536803,0.13762447265463332,0.410801538627868,0.410801538627868,0.0998412813584251,0.8037520319416108,0.5902589145580434,0.5897691018405693,-0.03691818500948038
63,33.63317401926288,-0.095262965240705,0.0123837796374648,0.12148177315438465,0.3404856491280307,0.3404856491280307,0.092487573760183,0.837066067642363,0.5882014645292664,0.6124580272736087,-0.0744714173451792
64,33.63780820117474,-0.0275535695997916,0.010806548112113,0.10601017361418419,0.3106341333067343,0.3106341333067343,0.038677762982669,0.8398390441389408,0.5878236424303965,0.6118716770064748,-0.07669482977451302
65,33.63017878050374,-0.0659619005558451,0.0091675007257309,0.08993192241460024,0.1895507567447085,0.1895507567447085,0.0382732157868508,0.8110999397715222,0.5919992807060088,0.6242912700400233,-0.056034042551221123
66,33.6328493657325,0.0136059350829016,0.007454419036918,0.07312717348821914,0.1719635090566191,0.1719635090566191,0.0021336157313992,0.8495458053689511,0.5876921678487499,0.6100770805181506,-0.08426840464269679
67,33.63904280127819,0.0399106130553594,0.0057413373481051,0.056322209959313294,0.0848772130368339,0.0848772130368339,0.004621780613079,0.8111010849900178,0.5943175769101607,0.6432228672809371,-0.06274644316235137
68,33.63986132110495,-0.0003443369318292,0.0037538976822521,0.03682564977312266,0.070218447495999,0.070218447495999,0.0081241718097686,0.8720971462824093,0.25309665760297756,0.557255999398853,-0.08965839180502787
69,33.64711250325824,0.0819410937010741,0.0017450683248043,0.017119111577626276,0.0573244859855111,0.0573244859855111,0.0001618651579725,0.8337250479134773,0.210632531442907,0.5865675405067701,-0.06803304646692154
70,33.6406897699555,0.0035113266500535,-0.00012092954732600001,-0.0011863188563766144,0.0235351491597513,0.0235351491597513,-0.0019515803597511,0.8298945985822599,0.2330123635797393,0.5917978855578943,-0.0663694754044307
71,33.641537133559986,-0.0072596200905994,-0.0018002036904848002,-0.01765998866509998,0.0029522049090667,0.0029522049090667,0.0038348039957285,0.830326790696745,0.2290760576298199,0.5915606229627497,-0.06667261492670319
72,33.65155534957935,0.0302752387419727,-0.0034794778336436,-0.03413360867334431,-0.0022688316913747,-0.0022688316913747,-0.0103056390163333,0.8289087074839252,0.24127900054672205,0.5915958055149299,-0.06549843138585772
73,33.656761358715585,0.0540876776799499,-0.0043852095510272,-0.043018767819666334,-0.0386576771595068,-0.0386576771595068,-0.0293963193895663,0.8278675467865569,0.26256746881951465,0.586596640991036,-0.06312658625197488
74,33.64438219112654,-0.0248987404874813,-0.005236051037846,-0.05136542597279242,-0.0841322823414378,-0.0841322823414378,-0.0242344716228861,0.8278448230241352,0.26206190264523377,0.5868480368001232,-0.06318461229520524
75,33.641410584877654,-0.0577570436921097,-0.005921688339333,-0.05809142309802443,-0.0808120813327486,-0.0808120813327486,-0.0196674887339397,0.828520813596055,0.2574271245054609,0.5879761644020876,-0.0640194170340739
76,33.6483523924739,0.030633569839353,-0.0063928384684771005,-0.06271331820839852,-0.0765571945884414,-0.0765571945884414,-0.0237650821521391,0.8273430320366776,0.23259341037491907,0.5829622009927965,-0.061657042682261846
77,33.656582701259424,0.0728434428629105,-0.0068639885976212005,-0.06733519939751721,-0.0891596562869796,-0.0891596562869796,-0.0336069425380152,0.8268812667976241,0.22754953041747833,0.5824706577138206,-0.06116035690582209
78,33.65813404660512,0.0333217320944878,-0.0077765070915695,-0.07628676566776557,-0.1172691492061953,-0.1172691492061953,-0.0325352769519651,0.8245467178172594,0.21304293726754966,0.5834259900748644,-0.05965277370075496
79,33.64752255765389,-0.1067355242932389,-0.0087098088437607,-0.08544214446325182,-0.1243220481657977,-0.1243220481657977,-0.0242698033339899,0.8208825175697908,0.19542893533596964,0.5870097867976954,-0.057853780995645206
80,33.66086067647546,0.0272606961004379,-0.0096709744441453,-0.0948707804392084,-0.1176822504532899,-0.1176822504532899,-0.0191073265969487,0.8210253347008071,0.19644730248751557,0.586898030282918,-0.05793860758642569
81,33.647966053584426,-0.0441577658600931,-0.0106697706863788,-0.10466846442744089,-0.1174223432750768,-0.1174223432750768,-0.0086313332833143,0.815376073112551,0.175390648577231,0.5874976605631038,-0.053811071336212254
82,33.655371822691684,0.0384482614190668,-0.0116685669286124,-0.11446604399905791,-0.1068475340975412,-0.1068475340975412,-0.008593028214652,0.8114343008903647,0.1665276497148284,0.5914503018096299,-0.051954339709893424
83,33.67287673502032,0.11575665025889,-0.0121335906288375,-0.1190276033983222,-0.1113416198618786,-0.1113416198618786,0.0057903339024859,0.8146340200049372,0.1714617530670246,0.5868307838530491,-0.05305808792047307
84,33.68253196196661,0.1006779700614573,-0.0125711010407864,-0.12331925307357891,-0.0876428685811169,-0.0876428685811169,0.0180860544189723,0.8127465971511262,0.16935758285252747,0.5900108179479561,-0.05254300700449284
85,33.66979913934625,-0.0086025014202449,-0.012841009063352199,-0.12596683703448075,-0.066367544062446,-0.066367544062446,0.0203761090171511,0.823584781605351,0.18024965498364132,0.5708416694924492,-0.05526108774925641
86,33.656275790149614,-0.1042641536888259,-0.0128893527621801,-0.12644104947309648,-0.062397650692203,-0.062397650692203,0.0225806387371725,0.8368788061672473,0.18875746512048888,0.5449766982491423,-0.05784026491172667
87,33.65854733866879,-0.0375399829123619,-0.012937696461008102,-0.12691526161620612,-0.0585800066376875,-0.0585800066376875,0.0230696482906781,0.840869625088119,0.190665153356586,0.5369326893856321,-0.05851955780495799
88,33.66787238896972,0.0497156503253693,-0.0128842839241286,-0.12639132830069671,-0.0570944247000833,-0.0570944247000833,0.0231717975113011,0.8443149162558362,0.19219414784275518,0.5299287688802548,-0.059087268300337024
89,33.662066025422725,-0.0025212404520531,-0.0128232109603532,-0.12579225201889946,-0.056302818853374,-0.056302818853374,0.0251924993512051,0.845926271488101,0.1928854543888323,0.5266501873473298,-0.05935050945660394
90,33.645824098890365,-0.1088884696052548,-0.0128241442313543,-0.12580140665464382,-0.0523984111183623,-0.0523984111183623,0.025593342354455,0.8468025711836114,0.19326432013074557,0.5248732990353138,-0.059494890619095644
91,33.653315076970905,-0.0163790024062655,-0.012898674636024102,-0.12653248945377527,-0.0523406692269776,-0.0523406692269776,0.0251860741387889,0.848923956540899,0.19416580593769187,0.5205649117606898,-0.05984210415761839
92,33.66219982163114,0.0473906463878695,-0.012973205040693898,-0.12726357155004636,-0.0538537813672364,-0.0538537813672364,0.0292098248051481,0.8495246782394953,0.19438627903546804,0.5193253703579255,-0.05993457717775156
93,33.66097991938574,0.054201521865407,-0.012852116213363001,-0.12607578918505394,-0.0448356248826344,-0.0448356248826344,0.0288623215363114,0.8495267758329296,0.19438700104431625,0.5193210037603658,-0.059934890134861106
94,33.658043036059006,0.0001378362466506,-0.0127160818069903,-0.12474140070867366,-0.0441816359107721,-0.0441816359107721,0.0318894504067564,0.8531064437268286,0.1958324553101224,0.5120174188667357,-0.060509528776975144
95,33.658115685389305,-0.0303772227556431,-0.0125182020838455,-0.12280035513776508,-0.0363480599417132,-0.0363480599417132,0.0339690911841056,0.8534810568295113,0.19596274464505253,0.5112517079262139,-0.06056784551858271
96,33.65152666923141,-0.0226048352923649,-0.0122418001357633,-0.1200890598215415,-0.0295986178301143,-0.0295986178301143,0.0359876165024561,0.8559400018426259,0.1970058603005404,0.5063949257537624,-0.06099272631121297
97,33.641082441184274,-0.0576536562215887,-0.0119653981876812,-0.11737775533075054,-0.0229754556059222,-0.0229754556059222,0.0374850358572254,0.8576915206864534,0.19777288335814014,0.5030324403001956,-0.06131314648641447
98,33.63472872718886,-0.0707489657809792,-0.0117566083371921,-0.11532967097535182,-0.0180239473645808,-0.0180239473645808,0.0374990002885833,0.8590549008310657,0.19841560856318533,0.500509323965788,-0.06158152172382712
99,33.63370196567556,-0.0429487536292697,-0.0115526989166057,-0.11332945541614449,-0.0159983567850293,-0.0159983567850293,0.0368943701489112,0.8597162829017846,0.19872508669218492,0.49930808633368384,-0.061715275589543504
100,33.63961519611496,0.0433645300577389,-0.0116007889737984,-0.11380118726440701,-0.0176365489509296,0.024437927663734094,0.6000000000000001,0.8592479929395507,0.1984927192849196,0.5001318743366067,-0.061615169196229204
101,33.62415080281644,-0.0817006007793591,-0.0119729435541613,-0.11745177007388868,-0.0173839330634307,0.04398826979472137,0.6000000000000001,0.872238265256898,0.2039531691415043,0.4764256857827693,-0.06417686214305518
102,33.64021548774281,0.028455778780371,-0.0123450981345241,-0.12110233661641315,-0.0156422164966379,0.014662756598240456,0.6000000000000001,0.8886058865692827,0.2036669770612904,0.44075624730699337,-0.06590735729652063
103,33.641139996977664,0.0077186422978103,-0.0122395547648274,-0.12006703438284518,-0.0108099962790949,0.5146627565982405,0.6000000000000001,0.8620638617547757,0.20658559412444216,0.5008343042814627,-0.06365496944542168
104,33.641143798329786,0.0221770860360803,-0.0120976185562528,-0.11867474326566384,-0.0082866032027598,1.0146627565982405,0.20000000000000018,1.1692619430667104,0.2040697401840748,-0.17519646010316858,-0.09527123726265849
105,33.64317066991678,0.0234135665338959,-0.0114915291027203,-0.11272941937435146,-0.0140975532744442,1.021505376344086,-0.19999999999999996,1.6654591099305887,0.06969627707750745,-1.3341567738942335,-0.12543705419597787
106,33.625624072350845,-0.13947571036821,-0.0102796947216696,-0.10084202916578835,-0.0134748948310591,0.9433040078201369,-0.19999999999999996,1.2544799365623058,0.4949162731123059,0.053901922718803785,-0.21669551260807166
107,33.6225970675195,-0.1038429850420977,-0.0090678603406188,-0.08895449086643001,-0.0028147993487404,0.5718475073313787,-0.19999999999999996,1.2529133284345502,0.5081150074300854,0.07575607594746758,-0.22156040289513532
108,33.606333769426726,-0.1211688398933183,-0.0088028021136827,-0.08635437346812559,0.0035162432854759,0.07184750733137868,0.20000000000000018,1.249189267897908,0.6570292462874271,0.29265252542905895,-0.2801356525701558
109,33.60975435517986,-0.0244751310128875,-0.0085852023391137,-0.0842198003579303,0.0086441537439037,-0.20039100684261957,0.40000000000000036,1.2970733295781183,0.7902505308627379,0.4000794341393963,-0.3438638144348908
110,33.622507055554145,0.0731760984202659,-0.0087572277609842,-0.08590730630065047,-0.0013565554993909,-0.1026392961876832,0.6000000000000001,1.3174012109692852,0.8199217209254461,0.4106182199559858,-0.36223548713652565
111,33.61807272156204,-0.0071206435380993,-0.0094412514504341,-0.09261730077285887,-0.0058035538579204,0.3973607038123168,0.6000000000000001,1.2484590622257077,0.7536459282367596,0.418520864971595,-0.31174318879920315
112,33.614128526398034,0.0193300347047253,-0.0101252751398839,-0.09932725191050662,-0.0191779758159189,0.8748778103616814,0.20000000000000018,1.2269325325125975,0.7949249230043727,0.4642903133858943,-0.29845656164324175
113,33.61259549576124,-0.0071388966800493,-0.0105830809382433,-0.10381808601351585,-0.0230208955750812,1.265884652981427,0.20000000000000018,1.3078283180413413,0.9070566351897486,0.4542163125920608,-0.34585029508604564
114,33.6175203568979,0.0142798156946438,-0.0110294538429782,-0.10819674850010685,-0.0307750434348402,1.265884652981427,-0.19999999999999996,1.413367549580401,0.9604028152585651,0.32651297486725617,-0.3832620570463371
115,33.61052082176148,-0.0312377848448767,-0.0114000587487559,-0.11183215397914621,-0.0377965566276282,0.8357771260997069,0.0,1.3007106292154453,0.8768370152763992,0.4118054112962455,-0.3287683308252672
116,33.608872023958966,-0.0116930586623669,-0.0116692397961094,-0.11447264437981315,-0.0404910237938746,0.3357771260997069,0.20000000000000018,1.271909787290577,0.9367924447151469,0.551749960439448,-0.3418224026339385
117,33.61431023180126,0.0485260896730091,-0.011938420843463,-0.11711312648597233,-0.044428966525305,-0.15151515151515138,0.40000000000000036,1.2647737812237474,0.9993804378337391,0.6799019459440212,-0.36559280312857934
118,33.61861532559946,0.0396959837461571,-0.0117279999209938,-0.1150490417603851,-0.0347653724038865,0.09286412512218956,0.6000000000000001,1.2976737979964756,1.07396362299091,0.7838820651619476,-0.4093503660173179
119,33.61334665880799,-0.0087278699569512,-0.0114835340230185,-0.1126509928174784,-0.0310322570936764,0.34701857282502413,0.40000000000000036,1.2245885530952871,0.9908063807154298,0.7150742153735241,-0.34577574153080437
120,33.610154984409014,-0.0376579517877831,-0.011187449236314,-0.10974658767891056,-0.0282445143787727,0.7575757575757578,0.40000000000000036,1.2282274722456656,1.0059481379324315,0.7164202036333162,-0.3486084775466471
121,33.615816691436905,0.0224406006743492,-0.0108245297366547,-0.10618656303377905,-0.0275024697448023,1.2463343108504397,0.20000000000000018,1.247838021693376,1.0403082207299008,0.6794026231833009,-0.3517464624839825
122,33.61042366898032,-0.0339715874881271,-0.0104616102369954,-0.10262652440275566,-0.0112441606541326,1.099706744868035,0.0,1.3254817851113627,1.1469728037560543,0.6734065935729691,-0.39988390306001687
123,33.631293849265575,0.1151209897947178,-0.0108632087177114,-0.10656598152901303,-0.0127477137756066,0.8846529814271751,0.20000000000000018,1.2344189305226259,1.0612666637793833,0.7021098488254279,-0.3489246606196366
124,33.62944521249889,0.0358909903410145,-0.0113228434749542,-0.11107472103166537,-0.0165518233937932,0.5425219941348978,0.20000000000000018,1.2296473239408525,1.0668865808012242,0.7180572607171462,-0.34973574627367326
125,33.628667864067594,0.0068248164726373,-0.0119348945599617,-0.117078536109255,-0.0201917348747283,0.14173998044965774,0.20000000000000018,1.1904064839693622,1.044401004812441,0.7781392558928972,-0.3363086196076524
126,33.646093398331764,0.116037103703534,-0.0127386152472432,-0.1249624358541083,-0.0221664253270645,0.3176930596285432,0.40000000000000036,1.2010446943903834,1.089588576418219,0.8693658429839851,-0.361054376354964
127,33.65494441591066,0.1096356987900176,-0.0135423359345247,-0.1328462548773632,-0.0119303690249219,0.3665689149560114,0.40000000000000036,1.119924975246812,0.9348471949234239,0.6940900278579865,-0.2751135932982429
128,33.6543284414966,0.0633617200392037,-0.013917796825877498,-0.13652917902991715,-0.0142153120055861,0.37634408602150504,0.40000000000000036,1.1199228282233222,0.9350596675507379,0.693012213081336,-0.2750695348202502
129,33.64188205843046,-0.0697121127714786,-0.0142613955752182,-0.13989954817937858,-0.0169046661833232,0.562072336265885,0.40000000000000036,1.1190891591793801,0.9320691415930955,0.7036484283760134,-0.27470086668581284
130,33.639310672746014,-0.0256700744272051,-0.014462592634718599,-0.14187308777433183,-0.0179915508790774,0.6500488758553278,0.20000000000000018,1.1226617750296979,0.9432009186655427,0.6614674846010347,-0.27676788534491276
131,33.64160582105296,0.0076972890136698,-0.014496679988105598,-0.1422074496568458,-0.0170908919146557,0.698924731182796,0.20000000000000018,1.124111545891806,0.945685850156245,0.6582524335316272,-0.27788931894687596
132,33.64423099286055,0.0206334775083905,-0.0145307673414926,-0.1425418113741222,-0.006691928457558,0.5522971652003914,0.20000000000000018,1.1266936905491198,0.925788658309363,0.5835359694923906,-0.27292272802217094
133,33.63146602512495,-0.1033444214765056,-0.0145745896131247,-0.1429716623377664,-0.0059225342779891,0.16129032258064502,0.20000000000000018,1.1239306596296723,0.9316310205784647,0.613401300306038,-0.27355370580895555
134,33.64048238624123,0.0170261633667866,-0.014619148404227502,-0.14340873751082023,-0.0073945604119056,-0.04398826979472137,0.40000000000000036,1.136122479710093,0.9896599795928407,0.756158674416153,-0.2957582778106494
135,33.64944619491993,0.0516464351077939,-0.0145999511523266,-0.14322043256726683,0.0085306351889221,0.03421309872922773,0.40000000000000036,1.1412963288786107,0.9993500791771112,0.7677188628589378,-0.3007421385166943
136,33.6606525333441,0.0783217946471781,-0.0144971605361358,-0.14221216333766348,0.0106272311172205,-0.014662756598240456,0.40000000000000036,1.1226522882856782,0.9827119695888009,0.7364231793086188,-0.2865087122884643
137,33.66382619835352,0.0531691191818991,-0.014394369919944998,-0.1412038926054591,0.0199566745601445,0.20039100684261957,0.40000000000000036,1.1304840182704452,0.9886291219050171,0.7523240704202344,-0.29245750306214374
138,33.664577483775766,0.0320800642508039,-0.0143633999473498,-0.14090010858104565,0.031023073496364,0.27859237536656867,0.40000000000000036,1.0952260887149916,0.9587256839892477,0.6940238135705956,-0.26523640490422185
139,33.676356607798176,0.1067289773716148,-0.0143357944613399,-0.14062932664417077,0.0253235638506517,0.22971652003910048,0.40000000000000036,1.0938729732075452,0.9601090851104207,0.6845430584081104,-0.2643155780762934
140,33.68939417977814,0.1129154638725034,-0.014394572620261498,-0.14120588088955915,0.0201741700373949,0.014662756598240456,0.40000000000000036,1.0926527092129494,0.9501990859647842,0.7076687487330747,-0.262957328733647
141,33.686321448047735,0.0254810017164074,-0.0145648570574688,-0.1428761961003142,0.0255928989320032,0.1026392961876832,0.40000000000000036,1.0973852228816485,0.9360493401305439,0.7690170035425321,-0.2656126071550587
142,33.68759151295785,0.0107831696397495,-0.014735141494676102,-0.1445465071681183,0.0245575124500098,0.20039100684261957,0.40000000000000036,1.08377441541696,0.9237930949982284,0.7459805948082423,-0.25525215553737474
143,33.69347629744251,0.0638125497163601,-0.0152905706617003,-0.14999465320141678,0.03128318995644,0.1808406647116323,0.40000000000000036,1.0760892835993376,0.9191148051957329,0.722843622938981,-0.24977608653567296
144,33.694228297642944,-0.0007131928818876,-0.0158683732318057,-0.15566220845138143,0.0262772578763678,0.40566959921798595,0.40000000000000036,1.0771140861687452,0.9176733740492842,0.738804916439247,-0.24990990204332253
145,33.69579465168002,-0.0084248764993705,-0.0157878675081402,-0.15487254622956195,0.0262500278429799,0.4740957966764414,0.20000000000000018,1.0694364634078637,0.9182253338073724,0.6462964334763106,-0.24856627923642596
146,33.68637039841669,-0.053581362819821,-0.0148320886694321,-0.14549745502530298,0.0586758208583235,0.4740957966764414,0.20000000000000018,1.0723256308891993,0.9234975748612657,0.6371527313027793,-0.25135065616155
147,33.68565491911126,-0.0415158965516485,-0.013876309830723901,-0.13612223090720907,0.0764351112169933,0.27859237536656867,0.20000000000000018,1.0678084979470666,0.8805129014582963,0.5615805249903082,-0.23873079627977165
148,33.68308114189493,-0.0350540927824043,-0.013392901825974,-0.13138043921633819,0.0891990488227728,0.03421309872922773,0.40000000000000036,1.0708850530783345,0.9082732752059002,0.5984135069349391,-0.24864364151584112
149,33.67087664334209,-0.083535472357618,-0.012939547052643201,-0.1269334144005804,0.0976649619433193,0.004887585532746819,0.40000000000000036,1.0937052244949859,0.9679827461559711,0.6334538847069546,-0.2769375393097347
150,33.66509058679346,-0.0906754413527643,-0.012823049379882,-0.1257906670447967,0.0889998433958899,0.42521994134897323,0.40000000000000036,1.1040907264412958,0.9724807723394587,0.6246431161270102,-0.28595124657561666
151,33.67984371142952,0.0290185391168422,-0.0131296646557312,-0.12879830964911196,0.0881486033460093,0.7771260997067451,0.20000000000000018,1.0315295271550518,0.9325678731674691,0.6874511593855337,-0.22308216814889778
152,33.68676030584716,0.056648615334199,-0.0134362799315804,-0.1318059401447212,0.0772609863964154,0.8846529814271751,0.20000000000000018,1.084932895777427,1.0457202686421427,0.7067590213997694,-0.260889382993132
153,33.69371454347548,0.0793723734990411,-0.0136963166759,-0.134356665857853,0.0529382888940667,0.698924731182796,0.20000000000000018,1.1294726498413983,1.055267253185959,0.638654371414611,-0.2781314033202177
154,33.69922742774519,0.0606209815014253,-0.0139528007667295,-0.13687253434843716,0.0537368306515305,0.35679374389051777,0.20000000000000018,1.086912517516112,1.031634767409526,0.6921486534134313,-0.25581357882239086
