timestep,v_ego,target_lataccel,current_lataccel,roll_lataccel,kappa_ref,delta_ref,yaw_rate_ref,yaw_rate_measured,e_yaw_rate,steer_command
13,33.72336566979514,1.1098857149988908,1.1098857149988908,0.35110567443385926,0.0006671969848346247,0.001801429910414366,0.022500127893362813,0.022500127893362813,0.0,0.0027382237737457464
14,33.7178317851052,1.11206747155861,1.11206747155861,0.3488003941449037,0.0006713627647785539,0.00181267747953448,0.022636896769586426,0.022636896769586426,0.0,0.002748303690029167
15,33.70971195754336,1.1098529844676968,1.1098529844676968,0.34771110464810956,0.000670696042370562,0.0018108773349419572,0.02260897039937594,0.02260897039937594,0.0,0.0027213321836527544
16,33.710892814847654,1.0995365526663778,1.0995365526663778,0.34817176542987177,0.0006611657203705756,0.001785145548730473,0.02228848673226401,0.022288486732264013,-3.469446951953614e-18,0.0026359578824075437
17,33.6967694519254,1.0912777071140711,1.0912777071140711,0.34863242544292017,0.0006540408782440514,0.001765908535634191,0.022039064686324612,0.022039064686324612,0.0,0.002602662695043019
18,33.69175938723451,1.0623497748587512,1.0623497748587512,0.35576937465116537,0.000622463951593373,0.0016806510869179793,0.020971905684311114,0.02097190568431111,3.469446951953614e-18,0.0023630501325826673
19,33.68184939834789,1.0685058632530289,1.0685058632530289,0.3632667533930982,0.0006216479835738385,0.001678447979479965,0.020938253761520673,0.020938253761520673,0.0,0.002465751010304948
20,33.6662993138583,1.0737234709618368,1.0737234709618368,0.3721846564960506,0.0006189576628954788,0.0016711841340236147,0.020838013941645396,0.0208380139416454,-3.469446951953614e-18,0.0024776675376777593
21,33.6629245725833,1.0527911761675326,1.0527911761675326,0.383218731801151,0.0005908726450400639,0.0015953547881307124,0.019890501281986456,0.019890501281986456,0.0,0.002256385374134813
22,33.65764991040884,1.0243747365375606,1.0243747365375606,0.39425232156641193,0.0005562337687353725,0.001501830046461857,0.018721521456442482,0.018721521456442486,-3.469446951953614e-18,0.00205393875082597
23,33.662165243010804,0.7800144861106189,0.7800144861106189,0.3913815637145757,0.00034296949443406584,0.0009260173702827334,0.011545095794951398,0.011545095794951398,0.0,0.00036056669546275834
24,33.67285350424658,0.7701471502025644,0.7701471502025644,0.3878559059749088,0.0003371588077786552,0.0009103285295397989,0.01135309914199709,0.01135309914199709,0.0,0.0010310354381724634
25,33.67554090121588,0.7606936247013875,0.7606936247013875,0.3852803571308656,0.0003310399873786072,0.0008938077279034731,0.011147950634906275,0.011147950634906275,0.0,0.0012126793365567796
26,33.67382149315373,0.7675926000293568,0.7675926000293568,0.3839397430315598,0.00033834021891671686,0.0009135183369599034,0.011393208135756078,0.011393208135756078,0.0,0.0013649775914650493
27,33.669148863392884,0.7701212729106445,0.7701212729106445,0.3825991217509945,0.00034184738072900176,0.0009229876658685675,0.011509710350325704,0.011509710350325704,0.0,0.0013986193235773089
28,33.66716762759941,0.7734588263379781,0.7734588263379781,0.3832470100769736,0.0003442605464321438,0.0009295032076771421,0.011590277524299957,0.011590277524299955,1.734723475976807e-18,0.0014093727274345751
29,33.660892131542724,0.7746073695177639,0.7746073695177639,0.3840557392170013,0.00034468883074461004,0.0009306595743204836,0.011602533550641905,0.011602533550641905,0.0,0.0014021792998125462
30,33.658822105796624,0.768343857412982,0.768343857412982,0.3881583079628706,0.00033558132016261744,0.0009060693164896119,0.011295271957381923,0.011295271957381923,0.0,0.0013194806411438661
31,33.65074046226451,0.7880037662795076,0.7880037662795076,0.3961393614992896,0.0003460561452557811,0.0009343513202904212,0.011645045529373997,0.011645045529374,-1.734723475976807e-18,0.001436859412577395
32,33.6548224105023,0.8037960334517689,0.8037960334517689,0.40412015241741844,0.000352868860121839,0.0009527456340520907,0.011875738821596867,0.011875738821596867,0.0,0.0014708617751707526
33,33.64386412609669,0.8074734025781413,0.8074734025781413,0.4062477338791554,0.00035446794608105114,0.0009570631622050492,0.01192567141500745,0.011925671415007449,1.734723475976807e-18,0.001454858640645788
34,33.647208299022104,0.8016847911581142,0.8016847911581142,0.4079060584846122,0.0003478197058191303,0.0009391129296332971,0.011703162092200868,0.01170316209220087,-1.734723475976807e-18,0.001384409805072521
35,33.64080758168798,0.8093308107381891,0.8093308107381891,0.40979041887248624,0.00035304321174302084,0.0009532163830017601,0.01187665875426809,0.01187665875426809,0.0,0.0014459687470684886
36,33.63600141754381,0.8309922778751787,0.8309922778751787,0.4119422401205079,0.0003703882150307785,0.0010000478472017857,0.012458378525816787,0.012458378525816787,0.0,0.0015834471917315078
37,33.65191450252621,0.8379868484463135,0.8379868484463135,0.4140940415133804,0.00037431436418943484,0.0010106484392157693,0.01259639498077032,0.012596394980770321,-1.734723475976807e-18,0.0015596175065210288
38,33.653792114943386,0.8781050023664648,0.8781050023664648,0.4180949486042528,0.00040616201796110277,0.0010966370088848908,0.013668892117448855,0.013668892117448855,0.0,0.0018028360810881509
39,33.66081964695643,0.9350315270915028,0.9350315270915028,0.42225408161117106,0.00045256351687511824,0.0012219208874162367,0.015233658920325679,0.015233658920325679,0.0,0.002091489019840971
40,33.65520028481505,0.9829995984993009,0.9829995984993009,0.4218729724819594,0.0004954005883787247,0.0013375807909234132,0.0166728060231012,0.016672806023101196,3.469446951953614e-18,0.002278238351874801
41,33.645373681057464,0.9823740974924196,0.9823740974924196,0.4156794324990337,0.0005006087218417684,0.0013516427258496607,0.01684316751436285,0.016843167514362847,3.469446951953614e-18,0.002132023039741718
42,33.638457015861704,0.9805936345655452,0.9805936345655452,0.4094857265228073,0.0005047148006593941,0.001362729118236491,0.016977827127250236,0.01697782712725024,-3.469446951953614e-18,0.0020936404103847005
43,33.64081556319291,0.9768409063244464,0.9768409063244464,0.401738042119206,0.0005081740671330028,0.0013720691202513925,0.01709539006641896,0.017095390066418963,-3.469446951953614e-18,0.0020888386970738548
44,33.640735811082955,0.9694934009967991,0.9694934009967991,0.3938856066986994,0.0005086226465070008,0.0013732802822790692,0.01711044007867585,0.01711044007867585,0.0,0.002071172680082313
45,33.636110075171324,0.9593378717353104,0.9593378717353104,0.3858876456517803,0.0005068555405111092,0.001368509105056905,0.01704864875284213,0.01704864875284213,0.0,0.002047797505596918
46,33.636283430572995,0.9563531205207432,0.9563531205207432,0.3776971022207102,0.0005114515129867194,0.0013809182072896753,0.01720332805181668,0.01720332805181668,0.0,0.0020907691706995458
47,33.6256753170664,0.9555821536445844,0.9555821536445844,0.36950629510223737,0.0005183365121128293,0.0013995076690018864,0.017429415261286656,0.017429415261286656,0.0,0.0021356008347107854
48,33.62275226148448,0.959805023761181,0.959805023761181,0.361461688900007,0.0005292781144199578,0.00142904993613892,0.017795786918567875,0.017795786918567875,0.0,0.00220393687730373
49,33.615324920203534,0.9401465642115588,0.9401465642115588,0.3534233761916704,0.0005192286232075032,0.0014019163642316524,0.017454038876990156,0.017454038876990156,0.0,0.0020748471526630917
50,33.60975670261897,0.936562059691202,0.936562059691202,0.3436370774016219,0.0005248908618654172,0.0014172043782325321,0.017641454162724654,0.01764145416272465,3.469446951953614e-18,0.002142699412817641
51,33.61257369259475,0.9314206330604492,0.9314206330604492,0.33156025138827117,0.0005309414661301118,0.0014335409765559401,0.01784630915675268,0.01784630915675268,0.0,0.0021830347426683465
52,33.61474238948256,0.9111837330570666,0.9111837330570666,0.31948292228605346,0.0005236517867064516,0.0014138588820068073,0.017602419911929637,0.01760241991192964,-3.469446951953614e-18,0.00209768025830943
53,33.6310706438621,0.8744806771807574,0.8744806771807574,0.30797824203070084,0.0005008646653676023,0.0013523337721062666,0.016844614943992187,0.016844614943992187,0.0,0.00191926456807761
54,33.627716467924195,0.8436483842390793,0.8436483842390793,0.296501724244754,0.00048384805372385305,0.0013063890018699975,0.016270705164182685,0.016270705164182685,0.0,0.0018493348555061774
55,33.62939436216317,0.8251624395114685,0.8251624395114685,0.2807535348540031,0.00048137898621148837,0.0012997225309060135,0.01618848376496445,0.01618848376496445,0.0,0.0019054093132749132
56,33.631312300972404,0.7475194362244987,0.7475194362244987,0.25933545919902257,0.0004316143677940325,0.0011653582655014967,0.014515757596867873,0.014515757596867873,0.0,0.0015089670206339754
57,33.638276814195024,0.7016215909793354,0.7016215909793354,0.23791614641785108,0.0004098026051485056,0.0011064665823634244,0.013785053471163693,0.013785053471163695,-1.734723475976807e-18,0.0014893337032895909
58,33.639849181648785,0.6769279213065456,0.6769279213065456,0.22224354701082719,0.00040179261433911164,0.0010848396331411194,0.01351624294866809,0.01351624294866809,0.0,0.0015398601780981088
59,33.63784286163287,0.6503341737796666,0.6503341737796666,0.207002295785555,0.0003918074464699903,0.0010578797108410586,0.013179557316375165,0.013179557316375165,0.0,0.0015151472244179722
60,33.633581573745865,0.5703352005306995,0.5703352005306995,0.1873102902262196,0.0003385951910368954,0.0009142067611094514,0.011388168978217487,0.011388168978217487,0.0,0.0011079710134598059
61,33.64452909847544,0.5268038680744593,0.5268038680744593,0.16246790254427965,0.00032186454277901,0.0008690340467325795,0.010828980975295895,0.010828980975295895,0.0,0.0011490589512431434
62,33.646022276095884,0.410801538627868,0.410801538627868,0.13762447265463332,0.00024131081141365077,0.0006515390986233647,0.008119148936286466,0.008119148936286466,0.0,0.0005651336870120564
63,33.63317401926288,0.3404856491280307,0.3404856491280307,0.12148177315438465,0.00019360478750276883,0.0005227328786452765,0.006511543509043036,0.006511543509043035,8.673617379884035e-19,0.00044342009701315503
64,33.63780820117474,0.3106341333067343,0.3106341333067343,0.10601017361418419,0.00018084275084785854,0.0004882753884855046,0.006083153767593097,0.006083153767593097,0.0,0.0005723767013460874
65,33.63017878050374,0.1895507567447085,0.1895507567447085,0.08993192241460024,8.808117581431058e-05,0.00023781917021511626,0.002962185689832247,0.002962185689832247,0.0,-0.00011261284958969138
66,33.6328493657325,0.1719635090566191,0.1719635090566191,0.07312717348821914,8.737542694598861e-05,0.0002359136483775582,0.002938684572740999,0.0029386845727409987,4.336808689942018e-19,0.00020989534028530924
67,33.63904280127819,0.0848772130368339,0.0848772130368339,0.056322209959313294,2.5234514434023608e-05,6.8133188866436e-05,0.0008488649111155923,0.0008488649111155922,1.0842021724855044e-19,-0.00022311841070408425
68,33.63986132110495,0.070218447495999,0.070218447495999,0.03682564977312266,2.9508315157108363e-05,7.967245075561367e-05,0.0009926556297045845,0.0009926556297045845,0.0,4.132496494181298e-05
69,33.64711250325824,0.0573244859855111,0.0573244859855111,0.017119111577626276,3.551309394554757e-05,9.588535335912177e-05,0.0011949130673246182,0.0011949130673246185,-2.168404344971009e-19,0.0001476776707599049
70,33.6406897699555,0.0235351491597513,0.0235351491597513,-0.0011863188563766144,2.1844618905640065e-05,5.898047097683647e-05,0.0007348680477475422,0.0007348680477475422,0.0,2.7519521038716145e-05
71,33.641537133559986,0.0029522049090667,0.0029522049090667,-0.01765998866509998,1.8212625190308284e-05,4.9174087974196565e-05,0.0006127007066393661,0.0006127007066393661,0.0,3.898318528372952e-05
72,33.65155534957935,-0.0022688316913747,-0.0022688316913747,-0.03413360867334431,2.8138477790546182e-05,7.597388988830012e-05,0.000946903542821474,0.0009469035428214739,1.0842021724855044e-19,0.0001486448337137652
73,33.656761358715585,-0.0386576771595068,-0.0386576771595068,-0.043018767819666334,3.849909035367307e-06,1.0394754395117344e-05,0.00012957546965612038,0.00012957546965612038,0.0,-8.434195862025221e-05
74,33.64438219112654,-0.0841322823414378,-0.0841322823414378,-0.05136542597279242,-2.894740663391137e-05,-7.81579977524135e-05,-0.000973917612233266,-0.000973917612233266,0.0,-0.0002961887897475659
75,33.641410584877654,-0.0808120813327486,-0.0808120813327486,-0.05809142309802443,-2.0075783987863398e-05,-5.420461671414425e-05,-0.0006753776919490251,-0.000675377691949025,-1.0842021724855044e-19,-9.468957376852758e-05
76,33.6483523924739,-0.0765571945884414,-0.0765571945884414,-0.06271331820839852,-1.2227286976258654e-05,-3.301367482390447e-05,-0.0004114280609810579,-0.00041142806098105786,-5.421010862427522e-20,-1.790210666437453e-05
77,33.656582701259424,-0.0891596562869796,-0.0891596562869796,-0.06733519939751721,-1.926652581694623e-05,-5.2019619658832416e-05,-0.0006484454195240006,-0.0006484454195240005,-1.0842021724855044e-19,-0.00010054125122010129
78,33.65813404660512,-0.1172691492061953,-0.1172691492061953,-0.07628676566776557,-3.6175716534689525e-05,-9.76744343330474e-05,-0.0012176071163565692,-0.0012176071163565692,0.0,-0.00023010202709152362
79,33.64752255765389,-0.1243220481657977,-0.1243220481657977,-0.08544214446325182,-3.434147896095814e-05,-9.272199292886529e-05,-0.0011555056880020358,-0.0011555056880020356,-2.168404344971009e-19,-0.0001557764092430218
80,33.66086067647546,-0.1176822504532899,-0.1176822504532899,-0.0948707804392084,-2.0132737932457337e-05,-5.435839236409479e-05,-0.000677685286580439,-0.000677685286580439,0.0,-2.2039860309143762e-05
81,33.647966053584426,-0.1174223432750768,-0.1174223432750768,-0.10466846442744089,-1.1264830278255978e-05,-3.0415041741912413e-05,-0.00037903862680214713,-0.00037903862680214713,0.0,1.2544054928300307e-05
82,33.655371822691684,-0.1068475340975412,-0.1068475340975412,-0.11446604399905791,6.7260679485533514e-06,1.816038345909762e-05,0.00022636831771325212,0.00022636831771325212,0.0,0.000126420497960576
83,33.67287673502032,-0.1113416198618786,-0.1113416198618786,-0.1190276033983222,6.7785844151435955e-06,1.830217791884415e-05,0.00022825443744906008,0.00022825443744906008,0.0,5.7461869874179176e-05
84,33.68253196196661,-0.0876428685811169,-0.0876428685811169,-0.12331925307357891,3.144643187884586e-05,8.490536586885846e-05,0.0010591954468490315,0.0010591954468490315,0.0,0.0002485376659710577
85,33.66979913934625,-0.066367544062446,-0.066367544062446,-0.12596683703448075,5.257267273151282e-05,0.0001419462154217394,0.0017701113310886227,0.0017701113310886227,0.0,0.00034524685265528504
86,33.656275790149614,-0.062397650692203,-0.062397650692203,-0.12644104947309648,5.653823625897901e-05,0.0001526532367134833,0.0019028664722208343,0.0019028664722208345,-2.168404344971009e-19,0.00028660005797987614
87,33.65854733866879,-0.0585800066376875,-0.0585800066376875,-0.12691526161620612,6.031899297421122e-05,0.00016286127959047047,0.0020302496804433185,0.0020302496804433185,0.0,0.0002787747133686364
88,33.66787238896972,-0.0570944247000833,-0.0570944247000833,-0.12639132830069671,6.113395382798335e-05,0.00016506167383650036,0.0020582501561137103,0.0020582501561137107,-4.336808689942018e-19,0.00026171741316513255
89,33.662066025422725,-0.056302818853374,-0.056302818853374,-0.12579225201889946,6.132495442419373e-05,0.00016557737543217393,0.0020643246648332485,0.002064324664833249,-4.336808689942018e-19,0.0002534235925485131
90,33.645824098890365,-0.0523984111183623,-0.0523984111183623,-0.12580140665464382,6.484125968784616e-05,0.0001750713993685388,0.0021816376178077426,0.0021816376178077426,0.0,0.00027996160652444044
91,33.653315076970905,-0.0523406692269776,-0.0523406692269776,-0.12653248945377527,6.550890242325007e-05,0.00017687403469830772,0.0022045917335961774,0.0022045917335961774,0.0,0.00027361620992039006
92,33.66219982163114,-0.0538537813672364,-0.0538537813672364,-0.12726357155004636,6.478418437845404e-05,0.00017491729603789918,0.0021807781598289144,0.0021807781598289144,0.0,0.0002616526589601469
93,33.66097991938574,-0.0448356248826344,-0.0448356248826344,-0.12607578918505394,7.169969092197028e-05,0.0001935891630709546,0.0024134818563506053,0.0024134818563506053,0.0,0.0003215817581078496
94,33.658043036059006,-0.0441816359107721,-0.0441816359107721,-0.12474140070867366,7.111160270005155e-05,0.00019200132493079431,0.0023934773840414646,0.002393477384041465,-4.336808689942018e-19,0.0002946607876848827
95,33.658115685389305,-0.0363480599417132,-0.0363480599417132,-0.12280035513776508,7.631271944103483e-05,0.00020604433957497335,0.002568542339213008,0.002568542339213008,0.0,0.00033469791839722563
96,33.65152666923141,-0.0295986178301143,-0.0295986178301143,-0.1200890598215415,7.990853455234147e-05,0.00021575303994359894,0.0026890441815873188,0.0026890441815873183,4.336808689942018e-19,0.0003475867313463602
97,33.641082441184274,-0.0229754556059222,-0.0229754556059222,-0.11737775533075054,8.341471142100316e-05,0.00022521971702869944,0.002806161183721563,0.0028061611837215624,4.336808689942018e-19,0.0003608275222604607
98,33.63472872718886,-0.0180239473645808,-0.0180239473645808,-0.11532967097535182,8.601268955279781e-05,0.00023223425761754326,0.0028930134802042655,0.0028930134802042655,0.0,0.00036697583046670323
99,33.63370196567556,-0.0159983567850293,-0.0159983567850293,-0.11332945541614449,8.604037261702478e-05,0.0002323090018869236,0.0028938562496166843,0.0028938562496166843,0.0,0.00035416460991317836
100,33.63961519611496,-0.0176365489509296,-0.0176365489509296,-0.11380118726440701,8.497934199996578e-05,0.0002294442193735707,0.0028586723644978993,0.002858672364497899,4.336808689942018e-19,0.00034112683669415816
101,33.62415080281644,-0.0173839330634307,-0.0173839330634307,-0.11745177007388868,8.850990261856347e-05,0.00023897673252081057,0.0029760703131891755,0.0029760703131891755,0.0,0.0003734019741446787
102,33.64021548774281,-0.0156422164966379,-0.0156422164966379,-0.12110233661641315,9.319030293564972e-05,0.000251613812616405,0.0031349418721232877,0.0031349418721232877,0.0,0.0004033494419897516
103,33.641139996977664,-0.0108099962790949,-0.0108099962790949,-0.12006703438284518,9.654015999729812e-05,0.0002606584260894157,0.003247721037799729,0.003247721037799729,0.0,0.00041399144341998644
104,33.641143798329786,-0.0082866032027598,-0.0082866032027598,-0.11867474326566384,9.753958628241394e-05,0.0002633568768739835,0.0032813432481562828,0.0032813432481562823,4.336808689942018e-19,0.00040647545499486893
105,33.64317066991678,-0.0140975532744442,-0.0140975532744442,-0.11272941937435146,8.71411751796082e-05,0.0002352811686434376,0.0029317054289446746,0.0029317054289446746,0.0,0.0003091526892767573
106,33.625624072350845,-0.0134748948310591,-0.0134748948310591,-0.10084202916578835,7.726937230539952e-05,0.00020862730219771978,0.0025982308654478817,0.0025982308654478817,0.0,0.000254791168117993
107,33.6225970675195,-0.0028147993487404,-0.0028147993487404,-0.08895449086643001,7.619751358507104e-05,0.00020573328377705683,0.0025619582968176868,0.0025619582968176868,0.0,0.000286258193346933
108,33.606333769426726,0.0035162432854759,0.0035162432854759,-0.08635437346812559,7.957478050840408e-05,0.00021485190406674031,0.0026742166333942998,0.0026742166333942993,4.336808689942018e-19,0.0003307302118423578
109,33.60975435517986,0.0086441537439037,0.0086441537439037,-0.0842198003579303,8.220845666747195e-05,0.00022196282935698982,0.00276300603451218,0.0027630060345121806,-4.336808689942018e-19,0.0003474665199090726
110,33.622507055554145,-0.0013565554993909,-0.0013565554993909,-0.08590730630065047,7.479236765910669e-05,0.0002019393899345911,0.0025147069093199143,0.002514706909319914,4.336808689942018e-19,0.00027374538576300714
111,33.61807272156204,-0.0058035538579204,-0.0058035538579204,-0.09261730077285887,7.681444133863523e-05,0.00020739898864060487,0.0025823534749884005,0.0025823534749884,4.336808689942018e-19,0.00031148165958448936
112,33.614128526398034,-0.0191779758159189,-0.0191779758159189,-0.09932725191050662,7.09342353575546e-05,0.00019152243312366265,0.0023843925042306077,0.0023843925042306077,0.0,0.00026067387162026647
113,33.61259549576124,-0.0230208955750812,-0.0230208955750812,-0.10381808601351585,7.151417964589353e-05,0.00019308828264427024,0.002403777192648621,0.002403777192648621,0.0,0.00028426642348326905
114,33.6175203568979,-0.0307750434348402,-0.0307750434348402,-0.10819674850010685,6.850643667722656e-05,0.00018496737691908635,0.0023030165295752007,0.0023030165295752007,0.0,0.00026223857571877683
115,33.61052082176148,-0.0377965566276282,-0.0377965566276282,-0.11183215397914621,6.553753464364588e-05,0.00017695134169095684,0.0022027506727471742,0.0022027506727471742,0.0,0.0002473273749666958
116,33.608872023958966,-0.0404910237938746,-0.0404910237938746,-0.11447264437981315,6.549617932236797e-05,0.00017683968232700057,0.002201252708903733,0.0022012527089037325,4.336808689942018e-19,0.0002596274071007145
117,33.61431023180126,-0.044428966525305,-0.044428966525305,-0.11711312648597233,6.432671410759116e-05,0.00017368212634409446,0.0021622981242049558,0.0021622981242049558,0.0,0.0002535746856648709
118,33.61861532559946,-0.0347653724038865,-0.0347653724038865,-0.1150490417603851,7.10342124622773e-05,0.00019179237129649844,0.0023880718637262037,0.0023880718637262037,0.0,0.0003160834606247349
119,33.61334665880799,-0.0310322570936764,-0.0310322570936764,-0.1126509928174784,7.223810659818173e-05,0.00019504288534183457,0.0024281645190606074,0.0024281645190606074,0.0,0.00030649530758689264
120,33.610154984409014,-0.0282445143787727,-0.0282445143787727,-0.10974658767891056,7.21485531891559e-05,0.0001948010911466517,0.0024249240545884073,0.002424924054588407,4.336808689942018e-19,0.00029594346788847293
121,33.615816691436905,-0.0275024697448023,-0.0275024697448023,-0.10618656303377905,6.963051558191873e-05,0.00018800238985620542,0.002340686647932021,0.002340686647932021,0.0,0.0002717540842362446
122,33.61042366898032,-0.0112441606541326,-0.0112441606541326,-0.10262652440275566,8.089364666744618e-05,0.00021841284252903688,0.002718869736621664,0.002718869736621664,0.0,0.0003755991306022379
123,33.631293849265575,-0.0127477137756066,-0.0127477137756066,-0.10656598152901303,8.294691891307504e-05,0.00022395667732100124,0.002789612203856831,0.002789612203856831,0.0,0.00035987920910085427
124,33.62944521249889,-0.0165518233937932,-0.0165518233937932,-0.11107472103166537,8.357908668725184e-05,0.00022566353022501453,0.0028107183166596306,0.0028107183166596315,-8.673617379884035e-19,0.0003485278785017051
125,33.628667864067594,-0.0201917348747283,-0.0201917348747283,-0.117078536109255,8.567325942776934e-05,0.00023131779632919888,0.002881077586128553,0.002881077586128553,0.0,0.00035948497082135785
126,33.646093398331764,-0.0221664253270645,-0.0221664253270645,-0.1249624358541083,9.080441563238394e-05,0.00024517191729506833,0.003055213849348127,0.0030552138493481268,4.336808689942018e-19,0.00039501875437551314
127,33.65494441591066,-0.0119303690249219,-0.0119303690249219,-0.1328462548773632,0.00010675435642172178,0.0002882367543563711,0.003592811931529362,0.0035928119315293623,-4.336808689942018e-19,0.0005131091361588963
128,33.6543284414966,-0.0142153120055861,-0.0142153120055861,-0.13652917902991715,0.00010799256070948749,0.00029157990565235404,0.0036344171073553534,0.003634417107355353,4.336808689942018e-19,0.0004672127586023419
129,33.64188205843046,-0.0169046661833232,-0.0169046661833232,-0.13989954817937858,0.00010867420511765857,0.0002934203453969542,0.00365600479136195,0.0036560047913619495,4.336808689942018e-19,0.00045199772547346536
130,33.639310672746014,-0.0179915508790774,-0.0179915508790774,-0.14187308777433183,0.00010947435852777145,0.0002955807594168842,0.0036826419572152857,0.0036826419572152857,0.0,0.00045052731872893684
131,33.64160582105296,-0.0170908919146557,-0.0170908919146557,-0.1422074496568458,0.00011055066303494679,0.0002984867813298599,0.0037191018290777303,0.0037191018290777308,-4.336808689942018e-19,0.00045479910857730294
132,33.64423099286055,-0.006691928457558,-0.006691928457558,-0.1425418113741222,0.00012001569828282195,0.000324042374021762,0.004037835875796719,0.004037835875796719,0.0,0.0005312133383144604
133,33.63146602512495,-0.0059225342779891,-0.0059225342779891,-0.1429716623377664,0.00012116709027090817,0.00032715113206002267,0.0040750268798092956,0.004075026879809296,-8.673617379884035e-19,0.0005092924168162768
134,33.64048238624123,-0.0073945604119056,-0.0073945604119056,-0.14340873751082023,0.00012018762379103049,0.00032450657284511267,0.004043169641186349,0.004043169641186349,0.0,0.0004880288476714441
135,33.64944619491993,0.0085306351889221,0.0085306351889221,-0.14322043256726683,0.00013402194415278315,0.00036185923341831047,0.00450976419870764,0.00450976419870764,0.0,0.0006061598119139727
136,33.6606525333441,0.0106272311172205,0.0106272311172205,-0.14221216333766348,0.00013489325883780354,0.0003642117827578107,0.004540595114829753,0.004540595114829754,-8.673617379884035e-19,0.0005694911363491532
137,33.66382619835352,0.0199566745601445,0.0199566745601445,-0.1412038926054591,0.00014221055627671006,0.00038396848307739503,0.00478735145007034,0.004787351450070339,8.673617379884035e-19,0.0006162168685373032
138,33.664577483775766,0.031023073496364,0.031023073496364,-0.14090010858104565,0.0001517008815659883,0.00040959235732295683,0.0051069460818353035,0.0051069460818353035,0.0,0.0006696130544490684
139,33.676356607798176,0.0253235638506517,0.0253235638506517,-0.14062932664417077,0.00014633042087038804,0.00039509211579237904,0.00492787543580038,0.004927875435800381,-8.673617379884035e-19,0.0005850309920132436
140,33.68939417977814,0.0201741700373949,0.0201741700373949,-0.14120588088955915,0.0001421881636915032,0.00038390802310624887,0.00479023309430187,0.004790233094301871,-8.673617379884035e-19,0.0005549981640544767
141,33.686321448047735,0.0255928989320032,0.0255928989320032,-0.1428761961003142,0.0001484612339403167,0.0004008453101699848,0.005001112849087323,0.005001112849087323,0.0,0.0006234775709695444
142,33.68759151295785,0.0245575124500098,0.0245575124500098,-0.1445465071681183,0.0001490095167750037,0.0004023256735848998,0.005019771732659565,0.005019771732659565,0.0,0.0006126703413739725
143,33.69347629744251,0.03128318995644,0.03128318995644,-0.14999465320141678,0.00015968094082089668,0.00043113851350301676,0.005380205994702202,0.005380205994702203,-8.673617379884035e-19,0.0006981209449292676
144,33.694228297642944,0.0262772578763678,0.0262772578763678,-0.15566220845138143,0.00016025658660626663,0.00043269275683356943,0.005399722015312536,0.005399722015312536,0.0,0.0006670977504351722
145,33.69579465168002,0.0262500278429799,0.0262500278429799,-0.15487254622956195,0.00015952221671808344,0.0004307099585050018,0.005375227856913337,0.005375227856913336,8.673617379884035e-19,0.0006481758109290565
