t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand,u
100,33.63961519611496,0.0433645300577389,-0.0116007889737984,-0.11380118726440701,-0.0176365489509296,0.024437927663734094,-0.23985878915932984,-0.23985878915932984
101,33.62415080281644,-0.0817006007793591,-0.0119729435541613,-0.11745177007388868,-0.0173839330634307,0.04398826979472137,-0.23985878915932984,-0.23985878915932984
102,33.64021548774281,0.028455778780371,-0.0123450981345241,-0.12110233661641315,-0.0156422164966379,0.024437927663734094,-0.23985878915932984,-0.23985878915932984
103,33.641139996977664,0.0077186422978103,-0.0122395547648274,-0.12006703438284518,-0.0108099962790949,0.08308895405669592,-0.23985878915932984,-0.23985878915932984
104,33.641143798329786,0.0221770860360803,-0.0120976185562528,-0.11867474326566384,-0.0082866032027598,-0.23949169110459412,-0.23985878915932984,-0.23985878915932984
105,33.64317066991678,0.0234135665338959,-0.0114915291027203,-0.11272941937435146,-0.0140975532744442,-0.5034213098729232,-0.13985878915932975,-0.13985878915932975
106,33.625624072350845,-0.13947571036821,-0.0102796947216696,-0.10084202916578835,-0.0134748948310591,-0.5816226783968723,0.06014121084067031,0.06014121084067031
107,33.6225970675195,-0.1038429850420977,-0.0090678603406188,-0.08895449086643001,-0.0028147993487404,-0.5327468230694041,0.1601412108406704,0.1601412108406704
108,33.606333769426726,-0.1211688398933183,-0.0088028021136827,-0.08635437346812559,0.0035162432854759,-0.5327468230694041,0.1601412108406704,0.1601412108406704
109,33.60975435517986,-0.0244751310128875,-0.0085852023391137,-0.0842198003579303,0.0086441537439037,-0.42521994134897323,0.2601412108406705,0.2601412108406705
110,33.622507055554145,0.0731760984202659,-0.0087572277609842,-0.08590730630065047,-0.0013565554993909,-0.024437927663734094,0.3601412108406706,0.3601412108406706
111,33.61807272156204,-0.0071206435380993,-0.0094412514504341,-0.09261730077285887,-0.0058035538579204,0.27859237536656867,0.16014121084067062,0.16014121084067062
112,33.614128526398034,0.0193300347047253,-0.0101252751398839,-0.09932725191050662,-0.0191779758159189,0.3372434017595305,0.060141210840670645,0.060141210840670645
113,33.61259549576124,-0.0071388966800493,-0.0105830809382433,-0.10381808601351585,-0.0230208955750812,0.43499511241446687,-0.03985878915932933,-0.03985878915932933
114,33.6175203568979,0.0142798156946438,-0.0110294538429782,-0.10819674850010685,-0.0307750434348402,0.6304985337243405,-0.1398587891593293,-0.1398587891593293
115,33.61052082176148,-0.0312377848448767,-0.0114000587487559,-0.11183215397914621,-0.0377965566276282,0.4643206256109478,-0.2398587891593293,-0.2398587891593293
116,33.608872023958966,-0.0116930586623669,-0.0116692397961094,-0.11447264437981315,-0.0404910237938746,0.11241446725317683,-0.2398587891593293,-0.2398587891593293
117,33.61431023180126,0.0485260896730091,-0.011938420843463,-0.11711312648597233,-0.044428966525305,-0.053763440860215006,-0.1398587891593292,-0.1398587891593292
118,33.61861532559946,0.0396959837461571,-0.0117279999209938,-0.1150490417603851,-0.0347653724038865,-0.1808406647116323,-0.1398587891593292,-0.1398587891593292
119,33.61334665880799,-0.0087278699569512,-0.0114835340230185,-0.1126509928174784,-0.0310322570936764,-0.3079178885630496,-0.03985878915932911,-0.03985878915932911
120,33.610154984409014,-0.0376579517877831,-0.011187449236314,-0.10974658767891056,-0.0282445143787727,-0.4447702834799605,0.06014121084067098,0.06014121084067098
121,33.615816691436905,0.0224406006743492,-0.0108245297366547,-0.10618656303377905,-0.0275024697448023,-0.2590420332355814,0.16014121084067107,0.16014121084067107
122,33.61042366898032,-0.0339715874881271,-0.0104616102369954,-0.10262652440275566,-0.0112441606541326,-0.1808406647116323,0.16014121084067107,0.16014121084067107
123,33.631293849265575,0.1151209897947178,-0.0108632087177114,-0.10656598152901303,-0.0127477137756066,-0.09286412512218956,0.16014121084067107,0.16014121084067107
124,33.62944521249889,0.0358909903410145,-0.0113228434749542,-0.11107472103166537,-0.0165518233937932,0.12218963831867047,0.16014121084067107,0.16014121084067107
125,33.628667864067594,0.0068248164726373,-0.0119348945599617,-0.117078536109255,-0.0201917348747283,0.3176930596285432,0.06014121084067109,0.06014121084067109
126,33.646093398331764,0.116037103703534,-0.0127386152472432,-0.1249624358541083,-0.0221664253270645,0.4447702834799605,-0.03985878915932889,-0.03985878915932889
127,33.65494441591066,0.1096356987900176,-0.0135423359345247,-0.1328462548773632,-0.0119303690249219,0.43499511241446687,-0.13985878915932887,-0.13985878915932887
128,33.6543284414966,0.0633617200392037,-0.013917796825877498,-0.13652917902991715,-0.0142153120055861,0.4447702834799605,-0.13985878915932887,-0.13985878915932887
129,33.64188205843046,-0.0697121127714786,-0.0142613955752182,-0.13989954817937858,-0.0169046661833232,0.3079178885630496,-0.23985878915932884,-0.23985878915932884
130,33.639310672746014,-0.0256700744272051,-0.014462592634718599,-0.14187308777433183,-0.0179915508790774,0.06353861192570864,-0.23985878915932884,-0.23985878915932884
131,33.64160582105296,0.0076972890136698,-0.014496679988105598,-0.1422074496568458,-0.0170908919146557,-0.11241446725317683,-0.13985878915932876,-0.13985878915932876
132,33.64423099286055,0.0206334775083905,-0.0145307673414926,-0.1425418113741222,-0.006691928457558,-0.26881720430107503,-0.03985878915932867,-0.03985878915932867
133,33.63146602512495,-0.1033444214765056,-0.0145745896131247,-0.1429716623377664,-0.0059225342779891,-0.43499511241446687,0.06014121084067142,0.06014121084067142
134,33.64048238624123,0.0170261633667866,-0.014619148404227502,-0.14340873751082023,-0.0073945604119056,-0.6109481915933532,0.1601412108406715,0.1601412108406715
135,33.64944619491993,0.0516464351077939,-0.0145999511523266,-0.14322043256726683,0.0085306351889221,-0.4936461388074287,0.2601412108406716,0.2601412108406716
136,33.6606525333441,0.0783217946471781,-0.0144971605361358,-0.14221216333766348,0.0106272311172205,-0.34701857282502413,0.3601412108406717,0.3601412108406717
137,33.66382619835352,0.0531691191818991,-0.014394369919944998,-0.1412038926054591,0.0199566745601445,-0.21994134897360684,0.3601412108406717,0.3601412108406717
138,33.664577483775766,0.0320800642508039,-0.0143633999473498,-0.14090010858104565,0.031023073496364,-0.08308895405669592,0.4601412108406718,0.4601412108406718
139,33.676356607798176,0.1067289773716148,-0.0143357944613399,-0.14062932664417077,0.0253235638506517,0.08308895405669592,0.4601412108406718,0.4601412108406718
140,33.68939417977814,0.1129154638725034,-0.014394572620261498,-0.14120588088955915,0.0201741700373949,0.1026392961876832,0.4601412108406718,0.4601412108406718
141,33.686321448047735,0.0254810017164074,-0.0145648570574688,-0.1428761961003142,0.0255928989320032,0.2101661779081132,0.4601412108406718,0.4601412108406718
142,33.68759151295785,0.0107831696397495,-0.014735141494676102,-0.1445465071681183,0.0245575124500098,0.3665689149560114,0.3601412108406718,0.3601412108406718
143,33.69347629744251,0.0638125497163601,-0.0152905706617003,-0.14999465320141678,0.03128318995644,0.4447702834799605,0.2601412108406718,0.2601412108406718
144,33.694228297642944,-0.0007131928818876,-0.0158683732318057,-0.15566220845138143,0.0262772578763678,0.591397849462366,0.16014121084067184,0.16014121084067184
145,33.69579465168002,-0.0084248764993705,-0.0157878675081402,-0.15487254622956195,0.0262500278429799,0.6304985337243405,0.060141210840671866,0.060141210840671866
146,33.68637039841669,-0.053581362819821,-0.0148320886694321,-0.14549745502530298,0.0586758208583235,0.5522971652003914,-0.03985878915932811,-0.03985878915932811
147,33.68565491911126,-0.0415158965516485,-0.013876309830723901,-0.13612223090720907,0.0764351112169933,0.2883675464320623,-0.1398587891593281,-0.1398587891593281
148,33.68308114189493,-0.0350540927824043,-0.013392901825974,-0.13138043921633819,0.0891990488227728,0.053763440860215006,-0.039858789159328,-0.039858789159328
149,33.67087664334209,-0.083535472357618,-0.012939547052643201,-0.1269334144005804,0.0976649619433193,-0.12218963831867047,-0.039858789159328,-0.039858789159328
150,33.66509058679346,-0.0906754413527643,-0.012823049379882,-0.1257906670447967,0.0889998433958899,-0.17106549364613866,0.06014121084067209,0.06014121084067209
151,33.67984371142952,0.0290185391168422,-0.0131296646557312,-0.12879830964911196,0.0881486033460093,-0.1319648093841641,0.06014121084067209,0.06014121084067209
152,33.68676030584716,0.056648615334199,-0.0134362799315804,-0.1318059401447212,0.0772609863964154,0.014662756598240456,0.16014121084067218,0.16014121084067218
153,33.69371454347548,0.0793723734990411,-0.0136963166759,-0.134356665857853,0.0529382888940667,0.1319648093841641,0.0601412108406722,0.0601412108406722
154,33.69922742774519,0.0606209815014253,-0.0139528007667295,-0.13687253434843716,0.0537368306515305,0.15151515151515138,0.0601412108406722,0.0601412108406722
155,33.70566429673691,0.0508671966404326,-0.0137493504792187,-0.13487687848228253,0.0549109101431461,0.21994134897360684,-0.03985878915932778,-0.03985878915932778
156,33.700909014961326,-0.0097004618339527,-0.012998009809397701,-0.1275068858150273,0.0610454026747445,0.37634408602150504,-0.03985878915932778,-0.03985878915932778
157,33.69351991516,-0.0417957904454997,-0.0122466691395766,-0.12013682116850508,0.0545742582463783,0.42521994134897323,-0.13985878915932776,-0.13985878915932776
158,33.694377455394964,-0.0038027497153037,-0.0117010799327174,-0.11478497479545133,0.0629128354011195,0.4447702834799605,-0.23985878915932773,-0.23985878915932773
159,33.69588839402083,-0.0124642718347127,-0.0111712480234081,-0.10958766371180934,0.0684202075055267,0.3079178885630496,-0.23985878915932773,-0.23985878915932773
160,33.69692801036815,-0.0073026376834893,-0.010879451705426,-0.10672531582250074,0.0322188146426746,0.23949169110459412,-0.23985878915932773,-0.23985878915932773
161,33.694063783444385,0.0004457967516858,-0.0108679476440568,-0.10661246765223219,0.0370216975301418,0.20039100684261957,-0.23985878915932773,-0.23985878915932773
162,33.700647064254284,0.0384229310651578,-0.0108564435826875,-0.1064996194678532,0.0250836574420596,-0.09286412512218956,-0.23985878915932773,-0.23985878915932773
163,33.69124666274985,-0.0711761304067996,-0.0102422508016768,-0.10047472364788,0.0303905975959714,-0.2883675464320623,-0.13985878915932765,-0.13985878915932765
164,33.67674057763538,-0.1118266511391075,-0.0095798689504637,-0.09397707694835174,0.0415105767148945,-0.34701857282502413,-0.03985878915932756,-0.03985878915932756
165,33.665073961750586,-0.1088978368065464,-0.009556991927529,-0.09375266362682436,0.0045329388550814,-0.37634408602150504,-0.03985878915932756,-0.03985878915932756
166,33.667742277198215,-0.0181933209834682,-0.0103739870155376,-0.1017669872456498,-0.0175765674661185,-0.4154447702834796,0.06014121084067253,0.06014121084067253
167,33.66198430743114,-0.0511078188480562,-0.0111909821035461,-0.10978124293695028,-0.0427336409277055,-0.42521994134897323,0.16014121084067262,0.16014121084067262
168,33.65195280643182,-0.0648807694003082,-0.0120034798580147,-0.11775130968888953,-0.0492928804865466,-0.2101661779081132,0.2601412108406727,0.2601412108406727
169,33.65163713061274,-0.0087781777517161,-0.012815772339083297,-0.12571928514031777,-0.0582424709816686,-0.053763440860215006,0.16014121084067273,0.16014121084067273
170,33.65052098579206,-0.0104185077410303,-0.0133777900760551,-0.13123220622989237,-0.0696861724120364,-0.09286412512218956,0.16014121084067273,0.16014121084067273
171,33.63084049226384,-0.137791917635882,-0.013608432022903601,-0.13349459775775924,-0.0654281179170978,0.03421309872922773,0.2601412108406728,0.2601412108406728
172,33.60526470523751,-0.1880787526616705,-0.0138390739697522,-0.13575698218428753,-0.0638660084124533,0.23949169110459412,0.16014121084067284,0.16014121084067284
173,33.60882785774765,-0.0287512336541716,-0.013381757172593102,-0.13127111996353427,-0.0620247376369843,0.37634408602150504,0.060141210840672865,0.060141210840672865
174,33.60755637393628,-0.0273524124292681,-0.0128932755144525,-0.12647952847533192,-0.0614633774243741,0.24926686217008776,-0.03985878915932711,-0.03985878915932711
175,33.6035903109546,-0.03511876467701,-0.0119264874702961,-0.11699606842926587,-0.0564371178574156,0.19061583577712593,-0.03985878915932711,-0.03985878915932711
176,33.58421387901094,-0.126517680737488,-0.0103416326493481,-0.10144960793900211,-0.0338386363274118,0.3665689149560114,-0.1398587891593271,-0.1398587891593271
177,33.58596358521357,-0.0687226605054039,-0.0087567778284001,-0.08590289263123718,-0.0193849486068603,0.22971652003910048,-0.23985878915932707,-0.23985878915932707
178,33.58325737882174,-0.056898135162707,-0.0089156211059911,-0.08746108435021312,-0.0223343553912603,0.024437927663734094,-0.23985878915932707,-0.23985878915932707
179,33.585783089960245,-0.0070453898801014,-0.0092128898502214,-0.09037717092237676,-0.0548474821555508,-0.03421309872922773,-0.23985878915932707,-0.23985878915932707
180,33.57995247426372,-0.0212716865712015,-0.0098302065152098,-0.09643277279931703,-0.0705702373742189,-0.004887585532746819,-0.23985878915932707,-0.23985878915932707
181,33.58561183029762,0.0137953566209366,-0.0108771012522779,-0.10670225924140729,-0.0817983629603078,-0.19061583577712593,-0.23985878915932707,-0.23985878915932707
182,33.57666909442456,-0.0578902146859073,-0.0119239959893461,-0.11697162873905051,-0.0923472608678614,-0.32746823069403685,-0.13985878915932698,-0.13985878915932698
183,33.56062587881912,-0.1033513856180809,-0.0125301995538745,-0.12291804108829504,-0.096032410955551,-0.32746823069403685,-0.03985878915932689,-0.03985878915932689
184,33.55186997543896,-0.0814867496381073,-0.013103440248725498,-0.12854107034621243,-0.1010512805133658,-0.27859237536656867,-0.03985878915932689,-0.03985878915932689
185,33.556841768454795,-0.0079517016038779,-0.0136153362912076,-0.13356232235521542,-0.1075293743747903,-0.3372434017595305,-0.03985878915932689,-0.03985878915932689
186,33.55564484258417,-0.0220158963634945,-0.014054763252318898,-0.13787268825557566,-0.1122767713874517,-0.29814271749755594,0.0601412108406732,0.0601412108406732
187,33.541878995055406,-0.0468803786433123,-0.0144941902134302,-0.14218302753326428,-0.1183690145747766,-0.08308895405669592,0.0601412108406732,0.0601412108406732
188,33.54515886974022,-0.0140636611381801,-0.015282288451284001,-0.1499134142099151,-0.1282252968344198,0.014662756598240456,-0.03985878915932678,-0.03985878915932678
189,33.54211876342962,-0.0416779968310007,-0.0160971283325544,-0.1579060093667366,-0.1327458648118675,-0.024437927663734094,-0.03985878915932678,-0.03985878915932678
190,33.537881935742696,-0.0585561921255978,-0.0164662728808022,-0.16152683738198675,-0.1461773138896548,0.1026392961876832,-0.03985878915932678,-0.03985878915932678
191,33.52483446154687,-0.0883449655721743,-0.0163127316868592,-0.16002080056615778,-0.1328492785031548,0.19061583577712593,-0.13985878915932676,-0.13985878915932676
192,33.50801675954586,-0.1658855320220567,-0.0161591904929161,-0.1585147599778538,-0.1276330086431628,0.14173998044965774,-0.13985878915932676,-0.13985878915932676
193,33.50020122245286,-0.1261520310793112,-0.0164698753006921,-0.16156217232919112,-0.1312490280036448,-0.014662756598240456,-0.23985878915932674,-0.23985878915932674
194,33.48275692036813,-0.1639880656186217,-0.0168159653069964,-0.16495684508006167,-0.1306736603122956,-0.053763440860215006,-0.13985878915932665,-0.13985878915932665
195,33.47415567113188,-0.0738657959422667,-0.0176263131710243,-0.17290517865375896,-0.1357971671904886,-0.03421309872922773,-0.13985878915932665,-0.13985878915932665
196,33.48411926556322,0.0185315455447692,-0.019063008430419,-0.18699678650346668,-0.1488204511868489,-0.14173998044965774,-0.23985878915932662,-0.23985878915932662
197,33.484051081295604,-0.0072552459051812,-0.020499703689813596,-0.20108800837443158,-0.1533959209296475,-0.34701857282502413,-0.13985878915932654,-0.13985878915932654
198,33.48451502984019,0.0204434546675766,-0.0220755649020877,-0.21654370262860384,-0.156055661248099,-0.43499511241446687,-0.13985878915932654,-0.13985878915932654
199,33.483711762666424,0.0181025738587464,-0.023659120093855,-0.23207431595370495,-0.1704324637567915,-0.3176930596285432,-0.039858789159326447,-0.039858789159326447
200,33.4977156896609,0.0754562153234907,-0.0250145034654402,-0.24536668843362927,-0.1845140035330653,-0.34701857282502413,-0.13985878915932642,-0.13985878915932642
