t,vEgo,aEgo,roll,targetLateralAcceleration,currentLateralAcceleration,steerCommand,ff_u_ff,ff_u_pid,ff_gain,ff_turning_lataccel,ff_roll_lataccel,ff_error
53,33.6310706438621,0.101786896216282,0.03139431621108062,0.8744806771807574,0.8744806771807574,0.2639724072176482,0.30169729320540906,-0.013386654721470086,1.8777179905434425,0.5665024351500565,0.30797824203070084,-0.036703055876309176
54,33.627716467924195,0.0392405693261891,0.030224436722197146,0.8436483842390793,0.8436483842390793,0.262629567644574,0.2913006959541135,-0.01509177934440391,1.8782882004528867,0.5471466599943253,0.296501724244754,-0.030832292941678108
55,33.62939436216317,0.0579091332893275,0.02861911670275261,0.8251624395114685,0.8251624395114685,0.2350956384595942,0.2898871390021306,-0.015077808452500847,1.8780029584322613,0.5444089046574654,0.2807535348540031,-0.01848594472761078
56,33.631312300972404,0.0218726941785735,0.02643582662579231,0.7475194362244987,0.7475194362244987,0.2229829446426595,0.2599935988606522,-0.022868183013184124,1.8776769088346912,0.4881839770254761,0.25933545919902257,-0.07764300328696983
57,33.638276814195024,0.0401814615966941,0.024252410440147917,0.7016215909793354,0.7016215909793354,0.2185118213719779,0.247112810437408,-0.024850896965421004,1.8764929415868459,0.4637054445614843,0.23791614641785108,-0.04589784524516327
58,33.639849181648785,0.0391416985204084,0.022654795821694922,0.6769279213065456,0.6769279213065456,0.2128960400293743,0.24233992160401807,-0.023838537918110535,1.8762256391197065,0.4546843742957184,0.22224354701082719,-0.024693669672789853
59,33.63784286163287,-0.000707631657863,0.021101151456223752,0.6503341737796666,0.6503341737796666,0.1828498312683286,0.23624626548019434,-0.024781074416810128,1.8765667135224122,0.4433318779941116,0.207002295785555,-0.02659374752687893
60,33.633581573745865,-0.0374594188331465,0.01909381143998161,0.5703352005306995,0.5703352005306995,0.1734298998531505,0.20403063951083128,-0.032699459040873936,1.877291132463203,0.38302491030447994,0.1873102902262196,-0.0799989732489671
61,33.64452909847544,0.0454970801738642,0.01656145795558406,0.5268038680744593,0.5268038680744593,0.1273850292351077,0.19426795731305804,-0.034092780059101845,1.8754300532591754,0.36433596553017966,0.16246790254427965,-0.04353133245624019
62,33.646022276095884,0.0423475245525191,0.01402899823186884,0.410801538627868,0.410801538627868,0.0998412813584251,0.14568074406560044,-0.04416112381626124,1.8751762130636995,0.27317706597323466,0.13762447265463332,-0.11600232944659133
63,33.63317401926288,-0.095262965240705,0.012383463114616172,0.3404856491280307,0.3404856491280307,0.092487573760183,0.11665521123304373,-0.04681054423898982,1.8773604167253102,0.21900387597364607,0.12148177315438465,-0.0703158894998373
64,33.63780820117474,-0.0275535695997916,0.010806337779223667,0.3106341333067343,0.3106341333067343,0.038677762982669,0.10904132302692601,-0.04439213137287525,1.8765726058002936,0.2046239596925501,0.10601017361418419,-0.029851515821296415
65,33.63017878050374,-0.0659619005558451,0.009167372315453642,0.1895507567447085,0.1895507567447085,0.0382732157868508,0.053048855970664645,-0.05583733258386176,1.877869607314364,0.09961883433010826,0.08993192241460024,-0.12108337656202578
66,33.6328493657325,0.0136059350829016,0.007454349998799096,0.1719635090566191,0.1719635090566191,0.0021336157313992,0.05264488862052105,-0.052361999348497036,1.8774156078254753,0.09883633556839998,0.07312717348821914,-0.01758724768808939
67,33.63904280127819,0.0399106130553594,0.005741305806250081,0.0848772130368339,0.0848772130368339,0.004621780613079,0.01521827454552834,-0.05881322803147981,1.876362723782708,0.02855500307752061,0.056322209959313294,-0.08708629601978521
68,33.63986132110495,-0.0003443369318292,0.0037538888657617387,0.070218447495999,0.070218447495999,0.0081241718097686,0.01779787769458168,-0.05665954733837354,1.8762235754121581,0.03339279772287634,0.03682564977312266,-0.014658765540834909
69,33.64711250325824,0.0819410937010741,0.0017450674391056346,0.0573244859855111,0.0573244859855111,0.0001618651579725,0.021442970712997264,-0.05521764762872946,1.8749908744460988,0.040205374407884825,0.017119111577626276,-0.012893961510487897
70,33.6406897699555,0.0035113266500535,-0.00012092954703125529,0.0235351491597513,0.0235351491597513,-0.0019515803597511,0.013177173639947077,-0.05835120960514235,1.876082739107565,0.024721468016127915,-0.0011863188563766144,-0.0337893368257598
71,33.641537133559986,-0.0072596200905994,-0.0018002027181549419,0.0029522049090667,0.0029522049090667,0.0038348039957285,0.010987669114010596,-0.059149179745319226,1.8759386872948023,0.02061219357416668,-0.01765998866509998,-0.0205829442506846
72,33.65155534957935,0.0302752387419727,-0.0034794708127771972,-0.0022688316913747,-0.0022688316913747,-0.0103056390163333,0.017001478972156897,-0.058067106256794926,1.874235590571511,0.03186477698196961,-0.03413360867334431,-0.0052210366004414
73,33.656761358715585,0.0540876776799499,-0.004385195496398199,-0.0386576771595068,-0.0386576771595068,-0.0293963193895663,0.002327962919639104,-0.06171533201930943,1.8733505690183505,0.004361090660159536,-0.043018767819666334,-0.0363888454681321
74,33.64438219112654,-0.0248987404874813,-0.005236027112415129,-0.0841322823414378,-0.0841322823414378,-0.0242344716228861,-0.017471416743154656,-0.06556686053449308,1.8754550275084882,-0.032766856368645375,-0.05136542597279242,-0.045474605181931
75,33.641410584877654,-0.0577570436921097,-0.005921653730685467,-0.0808120813327486,-0.0808120813327486,-0.0196674887339397,-0.012111482017481474,-0.06232556691210252,1.8759602005707987,-0.02272065823472417,-0.05809142309802443,0.003320201008689197
76,33.6483523924739,0.030633569839353,-0.006392794924403519,-0.0765571945884414,-0.0765571945884414,-0.0237650821521391,-0.007384266789299349,-0.060695099613050495,1.8747800932794363,-0.013843876380042877,-0.06271331820839852,0.004254886744307199
77,33.656582701259424,0.0728434428629105,-0.006863934699033355,-0.0891596562869796,-0.0891596562869796,-0.0336069425380152,-0.011649769896936635,-0.06252949042127286,1.873380940785898,-0.021824456889462385,-0.06733519939751721,-0.012602461698538195
78,33.65813404660512,0.0333217320944878,-0.007776428712310456,-0.1172691492061953,-0.1172691492061953,-0.0325352769519651,-0.021879241338551212,-0.06556735292635182,1.8731172120771296,-0.04098238353842973,-0.07628676566776557,-0.028109492919215703
79,33.64752255765389,-0.1067355242932389,-0.008709698722044018,-0.1243220481657977,-0.1243220481657977,-0.0242698033339899,-0.02073682052569,-0.06489249505142126,1.874921165198838,-0.038879903702545876,-0.08544214446325182,-0.007052898959602399
80,33.66086067647546,0.0272606961004379,-0.009670823694108908,-0.1176822504532899,-0.1176822504532899,-0.0191073265969487,-0.012181360705832582,-0.06309194361586111,1.872653684999172,-0.0228114700140815,-0.0948707804392084,0.006639797712507806
81,33.647966053584426,-0.0441577658600931,-0.01066956823929061,-0.1174223432750768,-0.1174223432750768,-0.0086313332833143,-0.006802628272499001,-0.06304940118154882,1.8748457708906474,-0.012753878847635902,-0.10466846442744089,0.0002599071782131007
82,33.655371822691684,0.0384482614190668,-0.011668302140576748,-0.1068475340975412,-0.1068475340975412,-0.008593028214652,0.004066270077052375,-0.06200863739022937,1.8735867901424137,0.007618509901516704,-0.11446604399905791,0.010574809177535588
83,33.67287673502032,0.11575665025889,-0.012133292905027748,-0.1113416198618786,-0.1113416198618786,0.0057903339024859,0.004108809218564828,-0.06307833919117414,1.870610955046546,0.007685983536443605,-0.1190276033983222,-0.004494085764337394
84,33.68253196196661,0.1006779700614573,-0.012570769936144638,-0.0876428685811169,-0.0876428685811169,0.0180860544189723,0.01908879905408412,-0.06037729042836189,1.8689695664656762,0.03567638449246201,-0.12331925307357891,0.023698751280761696
85,33.66979913934625,-0.0086025014202449,-0.012840656170691207,-0.066367544062446,-0.066367544062446,0.0203761090171511,0.03185196159747941,-0.05853633792944694,1.8711341463111368,0.059599292972034756,-0.12596683703448075,0.02127532451867091
86,33.656275790149614,-0.1042641536888259,-0.012888995868817173,-0.062397650692203,-0.062397650692203,0.0225806387371725,0.03418504682396063,-0.05949429515495672,1.8734331156745656,0.06404339878089348,-0.12644104947309648,0.003969893370242991
87,33.65854733866879,-0.0375399829123619,-0.012937335536820195,-0.0585800066376875,-0.0585800066376875,0.0230696482906781,0.03648347143140141,-0.05980274103669722,1.8730469524263058,0.06833525497851861,-0.12691526161620612,0.003817644054515505
88,33.66787238896972,0.0497156503253693,-0.012883927451651041,-0.0570944247000833,-0.0570944247000833,0.0231717975113011,0.03702822442340435,-0.05993658599662976,1.8714616938751476,0.06929690360061341,-0.12639132830069671,0.0014855819376041954
89,33.662066025422725,-0.0025212404520531,-0.012822859533017273,-0.056302818853374,-0.056302818853374,0.0251924993512051,0.03711152693101512,-0.0599757920665912,1.8724487756781367,0.06948943316552546,-0.12579225201889946,0.0007916058467093007
90,33.645824098890365,-0.1088884696052548,-0.012823792727282754,-0.0523984111183623,-0.0523984111183623,0.025593342354455,0.03914388219231663,-0.059488067098638485,1.8752099031886378,0.07340299553628152,-0.12580140665464382,0.003904407735011703
91,33.653315076970905,-0.0163790024062655,-0.012898316967765062,-0.0523406692269776,-0.0523406692269776,0.0251860741387889,0.03959142837786929,-0.059698068842724966,1.873936436914946,0.07419182022679766,-0.12653248945377527,5.7741891384695265e-05
92,33.66219982163114,0.0473906463878695,-0.012972841136600036,-0.0538537813672364,-0.0538537813672364,0.0292098248051481,0.039205709060858365,-0.06004246232585218,1.8724260303227058,0.07340979018280996,-0.12726357155004636,-0.0015131121402587946
93,33.66097991938574,0.054201521865407,-0.012851762404184907,-0.0448356248826344,-0.0448356248826344,0.0288623215363114,0.04338284455883497,-0.05888447630832482,1.8726334137044245,0.08124016430241954,-0.12607578918505394,0.009018156484601997
94,33.658043036059006,0.0001378362466506,-0.012715739114034012,-0.0441816359107721,-0.0441816359107721,0.0318894504067564,0.04300803968219794,-0.059102983988589104,1.873132683869969,0.08055976479790156,-0.12474140070867366,0.0006539889718623002
95,33.658115685389305,-0.0303772227556431,-0.01251787514146433,-0.0363480599417132,-0.0363480599417132,0.0339690911841056,0.04615415979989881,-0.0584350427461956,1.873120333483818,0.08645229519605188,-0.12280035513776508,0.007833575969058898
96,33.65152666923141,-0.0226048352923649,-0.012241494375284556,-0.0295986178301143,-0.0295986178301143,0.0359876165024561,0.04828112700683235,-0.057910439663094705,1.8742404662306604,0.0904904419914272,-0.1200890598215415,0.006749442111598902
97,33.641082441184274,-0.0576536562215887,-0.01196511267387875,-0.0229754556059222,-0.0229754556059222,0.0374850358572254,0.050320626519019286,-0.05754176441710028,1.8760159849986733,0.09440229972482833,-0.11737775533075054,0.006623162224192101
98,33.63472872718886,-0.0707489657809792,-0.011756337510229543,-0.0180239473645808,-0.0180239473645808,0.0374990002885833,0.05183843425052486,-0.057361533582520004,1.877096116377894,0.09730572361077103,-0.11532967097535182,0.0049515082413413986
99,33.63370196567556,-0.0429487536292697,-0.011552441938444902,-0.0159983567850293,-0.0159983567850293,0.0368943701489112,0.051847131264800776,-0.05749343662992562,1.8772706658351541,0.09733109863111519,-0.11332945541614449,0.0020255905795515013
100,33.63961519611496,0.0433645300577389,-0.011600528773130173,-0.0176365489509296,0.024437927663734094,0.0,0.05125321687410289,-0.057942194296929185,1.8762654166604567,0.09616463831347741,-0.11380118726440701,-0.0016381921659003006
101,33.62415080281644,-0.0817006007793591,-0.011972657499886715,-0.0173839330634307,0.04398826979472137,0.0,0.053258894674058456,-0.06290647845084188,1.8788943635212056,0.10006783701045799,-0.11745177007388868,-0.04182186072716479
102,33.64021548774281,0.028455778780371,-0.012344784568441706,-0.0156422164966379,0.024437927663734094,0.0,0.05621052088001309,-0.06851701112766381,1.8761633670837226,0.10546012011977525,-0.12110233661641315,-0.059630486291359266
103,33.641139996977664,0.0077186422978103,-0.012239249172563218,-0.0108099962790949,0.04398826979472137,0.0,0.05823916683954838,-0.0692541263430419,1.876006200513797,0.10925703810375027,-0.12006703438284518,-0.035247923942828996
104,33.641143798329786,0.0221770860360803,-0.012097323472544733,-0.0082866032027598,-0.004887585532746819,0.0,0.05884211793020983,-0.0725044785423608,1.8760055542839362,0.11038814006290404,-0.11867474326566384,-0.05227487299748117
105,33.64317066991678,0.0234135665338959,-0.011491276184949181,-0.0140975532744442,-0.014662756598240456,0.0,0.0525851243002315,-0.07057404698529846,1.8756609861141478,0.09863186609990726,-0.11272941937435146,-0.009209967741697382
106,33.625624072350845,-0.13947571036821,-0.010279513676431025,-0.0134748948310591,-0.07331378299120228,0.0,0.04650542552349645,-0.06848090557890266,1.8786439077003563,0.08736713433472926,-0.10084202916578835,0.0011878617671813568
107,33.6225970675195,-0.1038429850420977,-0.009067736072011213,-0.0028147993487404,-0.03421309872922773,0.0,0.045839502939988744,-0.059732981726414024,1.879158498521685,0.0861396915176896,-0.08895449086643001,0.07049898364246188
108,33.606333769426726,-0.1211688398933183,-0.008802688426924117,0.0035162432854759,-0.03421309872922773,0.0,0.04775466603878773,-0.057899842911534896,1.8819232591974564,0.08987061675360149,-0.08635437346812559,0.03772934201470363
109,33.60975435517986,-0.0244751310128875,-0.008585096876445493,0.0086441537439037,-0.004887585532746819,0.0,0.0493604915890558,-0.05621673025066374,1.8813417596194237,0.092863954101834,-0.0842198003579303,0.042857252473131435
110,33.622507055554145,0.0731760984202659,-0.008757115830851219,-0.0013565554993909,0.04398826979472137,0.0,0.04499357684544791,-0.058606835711247154,1.8791738005557952,0.08455075080125957,-0.08590730630065047,0.003531030033355919
111,33.61807272156204,-0.0071206435380993,-0.00944111118989387,-0.0058035538579204,0.07331378299120228,0.0,0.046179302432104004,-0.06594291307431455,1.8799276373344538,0.08681374691493847,-0.09261730077285887,-0.049791823652641766
112,33.614128526398034,0.0193300347047253,-0.010125102131550113,-0.0191779758159189,0.09286412512218956,0.0,0.04261903377537223,-0.07522398319220747,1.8805981505123341,0.08014927609458772,-0.09932725191050662,-0.09249175880712118
113,33.61259549576124,-0.0071388966800493,-0.010582883385679495,-0.0230208955750812,0.08308895405669592,0.0,0.0429576063397189,-0.08415763556694099,1.880858765720589,0.08079719043843464,-0.10381808601351585,-0.11588502069727076
114,33.6175203568979,0.0142798156946438,-0.01102923022427185,-0.0307750434348402,0.07331378299120228,0.0,0.04118128619577782,-0.09077459788128914,1.8800215393273572,0.07742170506526666,-0.10819674850010685,-0.11386399749153611
115,33.61052082176148,-0.0312377848448767,-0.011399811822542936,-0.0377965566276282,0.1026392961876832,0.0,0.03935527659378062,-0.09638066121167554,1.8812114603005479,0.07403559735151802,-0.11183215397914621,-0.11111033961883049
116,33.608872023958966,-0.0116930586623669,-0.011668974962264336,-0.0404910237938746,0.053763440860215006,0.0,0.03932072535151194,-0.10605735020157167,1.8814917559269757,0.07398162058593855,-0.11447264437981315,-0.14313031998155779
117,33.61431023180126,0.0485260896730091,-0.011938137256470166,-0.044428966525305,0.053763440860215006,0.0,0.03865012514240913,-0.10919854831087324,1.8805672605937853,0.07268415996066732,-0.11711312648597233,-0.09819240738552001
118,33.61861532559946,0.0396959837461571,-0.011727731066298175,-0.0347653724038865,0.08308895405669592,0.0,0.042707818772360025,-0.11203061234125845,1.8798353946480924,0.08028366935649861,-0.1150490417603851,-0.0885288132641015
119,33.61334665880799,-0.0087278699569512,-0.011483281632770478,-0.0310322570936764,0.12218963831867047,0.0,0.04339734537935934,-0.1195010277360079,1.8807310680026414,0.08161873572380199,-0.1126509928174784,-0.11412121115037233
120,33.610154984409014,-0.0376579517877831,-0.011187215869409843,-0.0282445143787727,0.08308895405669592,0.0,0.04332281653193418,-0.13063535499437062,1.8812736526504674,0.08150207330013787,-0.10974658767891056,-0.15043415269744317
121,33.615816691436905,0.0224406006743492,-0.01082431835206718,-0.0275024697448023,0.1026392961876832,0.0,0.04184631504618292,-0.1349162618577408,1.880311162455726,0.07868409328897674,-0.10618656303377905,-0.11059142380149822
122,33.61042366898032,-0.0339715874881271,-0.010461419409047467,-0.0112441606541326,0.1319648093841641,0.0,0.04857591153287476,-0.14000393665124672,1.881227976273346,0.09138236374862306,-0.10262652440275566,-0.11388345684181579
123,33.631293849265575,0.1151209897947178,-0.010862995059022735,-0.0127477137756066,0.12218963831867047,0.0,0.04996499162464375,-0.1501535602741078,1.8776800456248521,0.09381826775340643,-0.10656598152901303,-0.1447125231597707
124,33.62944521249889,0.0358909903410145,-0.011322601532279854,-0.0165518233937932,0.14173998044965774,0.0,0.050331833775804566,-0.15798243029623393,1.8779943138751891,0.09452289763787217,-0.11107472103166537,-0.13874146171246365
125,33.628667864067594,0.0068248164726373,-0.011934611224185016,-0.0201917348747283,0.12218963831867047,0.0,0.05158694216691257,-0.16799293310139973,1.8781264631085088,0.0968868012345267,-0.117078536109255,-0.16193171532438605
126,33.646093398331764,0.116037103703534,-0.0127382707292669,-0.0221664253270645,0.14173998044965774,0.0,0.05481974047256057,-0.1754217411728099,1.8751641222836,0.10279601052704379,-0.1249624358541083,-0.14435606364573497
127,33.65494441591066,0.1096356987900176,-0.013541922005847421,-0.0119303690249219,0.1319648093841641,0.0,0.06453461214519327,-0.18389841075662897,1.8736594492951872,0.12091588585244131,-0.1328462548773632,-0.15367034947457964
128,33.6543284414966,0.0633617200392037,-0.013917347505598077,-0.0142153120055861,0.1319648093841641,0.0,0.06527708732645317,-0.1914453334398542,1.8737641649455774,0.12231386702433106,-0.13652917902991715,-0.1461801213897502
129,33.64188205843046,-0.0697121127714786,-0.01426091214876438,-0.0169046661833232,0.08308895405669592,0.0,0.06556649610494772,-0.19913582362644927,1.8758800500668216,0.12299488199605538,-0.13989954817937858,-0.1488694755674873
130,33.639310672746014,-0.0256700744272051,-0.0144620884581378,-0.0179915508790774,0.04398826979472137,0.0,0.06602377137714574,-0.20131793743699106,1.8763171856331775,0.12388153689525443,-0.14187308777433183,-0.10108050493577332
131,33.64160582105296,0.0076972890136698,-0.014496172238210581,-0.0170908919146557,0.053763440860215006,0.0,0.06669585599394477,-0.2005575024171765,1.8759270104209962,0.1251165577421901,-0.1422074496568458,-0.061079161709377064
132,33.64423099286055,0.0206334775083905,-0.01453025600143957,-0.006691928457558,-0.004887585532746819,0.0,0.07243469935766801,-0.2026560303757615,1.8754807312137065,0.1358498829165642,-0.1425418113741222,-0.060455369317773004
133,33.63146602512495,-0.1033444214765056,-0.014574073632799837,-0.0059225342779891,-0.06353861192570864,0.0,0.07298967935429071,-0.1984402665902785,1.8776507757287584,0.1370491280597773,-0.1429716623377664,-0.001034948745242281
134,33.64048238624123,0.0170261633667866,-0.014618627676943958,-0.0073945604119056,-0.11241446725317683,0.0,0.07249766672955785,-0.19006059379013987,1.8761179943389905,0.13601417709891464,-0.14340873751082023,0.05614405151380304
135,33.64944619491993,0.0516464351077939,-0.014599432473727504,0.0085306351889221,-0.09286412512218956,0.0,0.08095142514452211,-0.17775653991884882,1.8745941468636116,0.15175106775618893,-0.14322043256726683,0.12094510244209893
136,33.6606525333441,0.0783217946471781,-0.014496652735745512,0.0106272311172205,-0.12218963831867047,0.0,0.08161493381784052,-0.17176070977870564,1.8726890693315033,0.15283939445488398,-0.14221216333766348,0.10349135623941005
137,33.66382619835352,0.0531691191818991,-0.014393872844593179,0.0199566745601445,-0.17106549364613866,0.0,0.08608316973707653,-0.16208942395325623,1.8721495462799018,0.1611605671656036,-0.1412038926054591,0.14214631287881496
138,33.664577483775766,0.0320800642508039,-0.014362906073501085,0.031023073496364,-0.20039100684261957,0.0,0.09183823581977138,-0.14614434604689966,1.8720218277581198,0.17192318207740964,-0.14090010858104565,0.20208856714250265
139,33.676356607798176,0.1067289773716148,-0.01433530342957908,0.0253235638506517,-0.22971652003910048,0.0,0.08874394167506293,-0.13092725661613494,1.8700193766743098,0.16595289049482248,-0.14062932664417077,0.22571457069327128
140,33.68939417977814,0.1129154638725034,-0.014394075523910208,0.0201741700373949,-0.37634408602150504,0.0,0.08640100258943047,-0.11538952109416743,1.867802989437716,0.16138005092695407,-0.14120588088955915,0.2498906900764954
141,33.686321448047735,0.0254810017164074,-0.014564342110123772,0.0255928989320032,-0.37634408602150504,0.0,0.09017117638894738,-0.08282282304849233,1.868325353831885,0.1684690950323174,-0.1428761961003142,0.40193698495350827
142,33.68759151295785,0.0107831696397495,-0.014734608274018174,0.0245575124500098,-0.35679374389051777,0.0,0.0905214736053818,-0.0571288053794168,1.8681094427971652,0.1691040196181281,-0.1445465071681183,0.40090159847151485
143,33.69347629744251,0.0638125497163601,-0.015289974842142381,0.03128318995644,-0.3861192570869987,0.0,0.09709012184078757,-0.037276224470002235,1.8671090294347734,0.18127784315785678,-0.14999465320141678,0.38807693384695774
