t,vEgo,aEgo,roll,targetLateralAcceleration,currentLateralAcceleration,steerCommand
235,20.0,0.0,0.05390749640133653,0.0,-0.29814271749755594,-0.2930938416422275
236,20.0,0.0,0.05042417245096208,0.0,-0.2883675464320623,-0.2553030303030291
237,20.0,0.0,0.046918132294258966,0.0,-0.26881720430107503,-0.22526392961876718
238,20.0,0.0,0.04339094603314405,0.0,-0.2101661779081132,-0.20167644183773104
239,20.0,0.0,0.03984419528576839,0.0,-0.20039100684261957,-0.19002443792766258
240,20.0,0.0,0.03627947235653099,0.0,-0.2101661779081132,-0.17448191593352771
241,20.0,0.0,0.03269837939303524,0.0,-0.2101661779081132,-0.15259530791788745
242,20.0,0.0,0.02910252753093016,0.0,-0.2590420332355814,-0.13106060606060496
243,20.0,0.0,0.025493536027615133,0.0,-0.24926686217008776,-0.09821603128054635
244,20.0,0.0,0.021873031385825904,0.0,-0.2590420332355814,-0.07208699902248186
245,20.0,0.0,0.018242646468139657,0.0,-0.2590420332355814,-0.04531280547409478
246,20.0,0.0,0.014604019603479696,0.0,-0.26881720430107503,-0.01889051808406548
247,20.0,0.0,0.010958793686709578,0.0,-0.3079178885630496,0.009379276637342117
248,20.0,0.0,0.007308615272440029,0.0,-0.23949169110459412,0.04624144672531864
249,20.0,0.0,0.0036551336641824964,0.0,-0.22971652003910048,0.06254643206256201
250,20.0,0.0,9.888230766376725e-17,0.0,-0.22971652003910048,0.08050342130987384
251,20.0,0.0,-0.0036551336641824964,0.0,-0.22971652003910048,0.10295698924731272
252,20.0,0.0,-0.007308615272440029,0.0,-0.23949169110459412,0.12592864125122277
253,20.0,0.0,-0.010958793686709479,0.0,-0.22971652003910048,0.15126588465298227
254,20.0,0.0,-0.014604019603479597,0.0,-0.22971652003910048,0.1733675464320634
255,20.0,0.0,-0.018242646468139556,0.0,-0.23949169110459412,0.19582111436950228
256,20.0,0.0,-0.021873031385825803,0.0,-0.24926686217008776,0.2211583577712618
257,20.0,0.0,-0.025493536027615133,0.0,-0.27859237536656867,0.24799120234604183
258,20.0,0.0,-0.029102527530930056,0.0,-0.32746823069403685,0.28053274682307017
259,20.0,0.0,-0.03269837939303524,0.0,-0.2590420332355814,0.3217741935483878
260,20.0,0.0,-0.036279472356530895,0.0,-0.23949169110459412,0.3405522971652011
261,20.0,0.0,-0.03984419528576839,0.0,-0.23949169110459412,0.35809872922776215
262,20.0,0.0,-0.043390946033143946,0.0,-0.26881720430107503,0.38101173020527923
263,20.0,0.0,-0.046918132294258966,0.0,-0.27859237536656867,0.41205767350928707
264,20.0,0.0,-0.050424172450961986,0.0,-0.27859237536656867,0.4428592375366575
265,20.0,0.0,-0.05390749640133643,0.0,-0.2883675464320623,0.4712365591397855
266,20.0,0.0,-0.05736654637572282,0.0,-0.24926686217008776,0.5014613880742919
267,20.0,0.0,-0.060799777737920564,0.0,-0.24926686217008776,0.5213538611925714
268,20.0,0.0,-0.06420565977074813,0.0,-0.23949169110459412,0.5442082111436956
269,20.0,0.0,-0.06758267644519217,0.0,-0.27859237536656867,0.5667693059628548
270,20.0,0.0,-0.07092932717242488,0.0,-0.2883675464320623,0.599662756598241
271,20.0,0.0,-0.07424412753801526,0.0,-0.26881720430107503,0.6319599217986319
272,20.0,0.0,-0.07752561001771877,0.0,-0.2101661779081132,0.6565835777126103
273,20.0,0.0,-0.08077232467427503,0.0,-0.21994134897360684,0.6682355816226787
274,20.0,0.0,-0.08398283983470617,0.0,-0.22971652003910048,0.6885092864125126
275,20.0,0.0,-0.0871557427476581,0.0,-0.22971652003910048,0.713387096774194
276,20.0,0.0,-0.09028964022038542,0.0,-0.2101661779081132,0.7368768328445752
277,20.0,0.0,-0.0933831592350387,0.0,-0.15151515151515138,0.7551173020527862
278,20.0,0.0,-0.09643494754397029,0.0,-0.14173998044965774,0.7609042033235585
279,20.0,0.0,-0.0994436742438272,0.0,-0.16129032258064502,0.7705816226783971
280,20.0,0.0,-0.10240803032826722,0.0,-0.20039100684261957,0.7889687194525907
281,20.0,0.0,-0.10532672921917947,0.0,-0.2101661779081132,0.8155962854349954
282,20.0,0.0,-0.10819850727635685,0.0,-0.20039100684261957,0.8400733137829914
283,20.0,0.0,-0.11102212428561786,0.0,-0.17106549364613866,0.8592424242424245
284,20.0,0.0,-0.11379636392543192,0.0,-0.15151515151515138,0.871666666666667
285,20.0,0.0,-0.1165200342121576,0.0,-0.11241446725317683,0.8824877810361685
286,20.0,0.0,-0.11919196792405067,0.0,-0.09286412512218956,0.8871407624633436
287,20.0,0.0,-0.1218110230042559,0.0,-0.09286412512218956,0.8915786901270777
288,20.0,0.0,-0.12437608294304049,0.0,-0.11241446725317683,0.8998289345063545
289,20.0,0.0,-0.1268860571395757,0.0,-0.09286412512218956,0.9138465298142725
290,20.0,0.0,-0.12933988124362025,0.0,-0.07331378299120228,0.9213929618768336
291,20.0,0.0,-0.13173651747749796,0.0,-0.04398826979472137,0.9249120234604115
292,20.0,0.0,-0.13407495493880597,0.0,-0.053763440860215006,0.9241104594330409
293,20.0,0.0,-0.1363542098843271,0.0,-0.053763440860215006,0.9293206256109492
294,20.0,0.0,-0.13857332599565178,0.0,-0.04398826979472137,0.9352150537634418
295,20.0,0.0,-0.14073137462705362,0.0,-0.06353861192570864,0.9382258064516138
296,20.0,0.0,-0.14282745503618632,0.0,-0.07331378299120228,0.9468377321603136
297,20.0,0.0,-0.14486069459820033,0.0,-0.024437927663734094,0.9565933528836764
298,20.0,0.0,-0.1468302490039002,0.0,-0.004887585532746819,0.9526148582600203
299,20.0,0.0,-0.1487353024425815,0.0,-0.04398826979472137,0.9477370478983389
300,20.0,0.0,-0.15057506777020974,0.0,-0.024437927663734094,0.956652003910069
301,20.0,0.0,-0.1523487866636106,0.0,-0.06353861192570864,0.9583919843597267
302,20.0,0.0,-0.1540557297613577,0.0,-0.053763440860215006,0.9692619745845557
303,20.0,0.0,-0.15569519679204843,0.0,-0.09286412512218956,0.9753225806451618
304,20.0,0.0,-0.15726651669066452,0.0,-0.07331378299120228,0.98964320625611
305,20.0,0.0,-0.15876904770371464,0.0,-0.08308895405669592,0.9962707722385148
306,20.0,0.0,-0.16020217748385476,0.0,-0.09286412512218956,1.0049315738025422
307,20.0,0.0,-0.16156532317467578,0.0,-0.1319648093841641,1.0161241446725324
308,20.0,0.0,-0.16285793148634348,0.0,-0.11241446725317683,1.0353910068426204
309,20.0,0.0,-0.16407947876275733,0.0,-0.11241446725317683,1.0459286412512228
310,20.0,0.0,-0.16522947104088845,0.0,-0.09286412512218956,1.0561339198435982
311,20.0,0.0,-0.16630744410293552,0.0,-0.04398826979472137,1.062644183773217
312,20.0,0.0,-0.167312963521916,0.0,-0.06353861192570864,1.0590664711632463
313,20.0,0.0,-0.16824562470129192,0.0,-0.08308895405669592,1.0656060606060616
314,20.0,0.0,-0.16910505290919842,0.0,-0.1026392961876832,1.0777272727272733
315,20.0,0.0,-0.1698909033078225,0.0,-0.1319648093841641,1.0918035190615842
316,20.0,0.0,-0.1706028609784397,0.0,-0.11241446725317683,1.1102003910068432
317,20.0,0.0,-0.17124064094259445,0.0,-0.04398826979472137,1.1202199413489744
318,20.0,0.0,-0.17180398817986567,0.0,-0.014662756598240456,1.1138660801564033
319,20.0,0.0,-0.1722926776426304,0.0,0.004887585532746819,1.1075415444770291
320,20.0,0.0,-0.17270651426819425,0.0,0.024437927663734094,1.1027223851417407
321,20.0,0.0,-0.17304533298862193,0.0,0.004887585532746819,1.0964662756598251
322,20.0,0.0,-0.1733089987385563,0.0,-0.024437927663734094,1.0977174975562083
323,20.0,0.0,-0.17349740646127482,0.0,-0.03421309872922773,1.1053616813294243
324,20.0,0.0,-0.17361048111318667,0.0,-0.1026392961876832,1.1117253176930606
325,20.0,0.0,-0.17364817766693028,0.0,-0.08308895405669592,1.1322238514174008
326,20.0,0.0,-0.17361048111318667,0.0,-0.014662756598240456,1.141383186705768
327,20.0,0.0,-0.17349740646127482,0.0,0.024437927663734094,1.1320967741935495
328,20.0,0.0,-0.1733089987385563,0.0,0.04398826979472137,1.1204740957966774
329,20.0,0.0,-0.17304533298862193,0.0,-0.004887585532746819,1.1112267839687204
330,20.0,0.0,-0.17270651426819425,0.0,0.014662756598240456,1.1176197458455532
331,20.0,0.0,-0.1722926776426304,0.0,-0.014662756598240456,1.1159677419354848
332,20.0,0.0,-0.17180398817986567,0.0,-0.004887585532746819,1.120562072336267
333,20.0,0.0,-0.17124064094259445,0.0,-0.014662756598240456,1.121217008797655
334,20.0,0.0,-0.17060286097843982,0.0,-0.03421309872922773,1.123553274682308
335,20.0,0.0,-0.1698909033078225,0.0,-0.04398826979472137,1.130268817204302
336,20.0,0.0,-0.16910505290919842,0.0,-0.014662756598240456,1.1370918866080166
337,20.0,0.0,-0.16824562470129192,0.0,-0.004887585532746819,1.1349120234604115
338,20.0,0.0,-0.1673129635219161,0.0,-0.004887585532746819,1.1324584555229726
339,20.0,0.0,-0.16630744410293552,0.0,0.004887585532746819,1.1324291300097762
340,20.0,0.0,-0.16522947104088845,0.0,0.014662756598240456,1.1305522971652013
341,20.0,0.0,-0.16407947876275725,0.0,0.024437927663734094,1.127179863147606
342,20.0,0.0,-0.1628579314863436,0.0,-0.03421309872922773,1.1228299120234615
343,20.0,0.0,-0.16156532317467578,0.0,-0.03421309872922773,1.1340615835777135
344,20.0,0.0,-0.16020217748385476,0.0,0.024437927663734094,1.1405913978494635
345,20.0,0.0,-0.15876904770371475,0.0,0.06353861192570864,1.1298191593352895
346,20.0,0.0,-0.15726651669066452,0.0,0.03421309872922773,1.1148044965786914
347,20.0,0.0,-0.15569519679204843,0.0,-0.014662756598240456,1.1134750733137844
348,20.0,0.0,-0.1540557297613577,0.0,-0.014662756598240456,1.1234359726295224
349,20.0,0.0,-0.1523487866636107,0.0,0.03421309872922773,1.1274926686217024
350,20.0,0.0,-0.15057506777020974,0.0,0.07331378299120228,1.1171309872922792
351,20.0,0.0,-0.1487353024425815,0.0,0.1319648093841641,1.1016568914956024
352,20.0,0.0,-0.1468302490039002,0.0,0.11241446725317683,1.078059628543501
353,20.0,0.0,-0.14486069459820033,0.0,0.11241446725317683,1.066485826001956
354,20.0,0.0,-0.14282745503618632,0.0,0.06353861192570864,1.0562805474095807
355,20.0,0.0,-0.14073137462705373,0.0,0.053763440860215006,1.0568670576735102
356,20.0,0.0,-0.13857332599565186,0.0,0.11241446725317683,1.0554692082111448
357,20.0,0.0,-0.13635420988432717,0.0,0.1808406647116323,1.0364173998044977
358,20.0,0.0,-0.13407495493880597,0.0,0.14173998044965774,1.0055083088954069
359,20.0,0.0,-0.13173651747749807,0.0,0.15151515151515138,0.9932600195503433
360,20.0,0.0,-0.12933988124362025,0.0,0.19061583577712593,0.9787927663734126
361,20.0,0.0,-0.12688605713957582,0.0,0.17106549364613866,0.9536608015640284
362,20.0,0.0,-0.1243760829430406,0.0,0.20039100684261957,0.93725806451613
363,20.0,0.0,-0.1218110230042559,0.0,0.20039100684261957,0.9140909090909102
364,20.0,0.0,-0.11919196792405067,0.0,0.22971652003910048,0.8924975562072348
365,20.0,0.0,-0.1165200342121576,0.0,0.24926686217008776,0.8653616813294244
366,20.0,0.0,-0.113796363925432,0.0,0.22971652003910048,0.8361045943304017
367,20.0,0.0,-0.11102212428561786,0.0,0.20039100684261957,0.8148729227761496
368,20.0,0.0,-0.10819850727635676,0.0,0.21994134897360684,0.8000342130987302
369,20.0,0.0,-0.10532672921917957,0.0,0.22971652003910048,0.776818181818183
370,20.0,0.0,-0.10240803032826722,0.0,0.26881720430107503,0.7514222873900305
371,20.0,0.0,-0.09944367424382732,0.0,0.22971652003910048,0.7184701857282515
372,20.0,0.0,-0.09643494754397029,0.0,0.11241446725317683,0.6989784946236571
373,20.0,0.0,-0.0933831592350387,0.0,0.04398826979472137,0.7064662756598253
374,20.0,0.0,-0.09028964022038552,0.0,0.03421309872922773,0.7180009775171078
375,20.0,0.0,-0.0871557427476581,0.0,0.024437927663734094,0.7195943304007832
376,20.0,0.0,-0.08398283983470617,0.0,0.06353861192570864,0.7190566959921811
