t,vEgo,aEgo,roll,targetLateralAcceleration,currentLateralAcceleration,steerCommand,learn_gain,learn_lag_steps,learn_lr,learn_error
74,29.395966854212222,0.0665820526596691,0.02480549927715609,-0.0798747866654969,-0.0798747866654969,-0.1370813056811979,1.6215718812912725,0,0.03,0.006493532324357107
75,29.40763670033468,0.1150621344043861,0.0250960673019901,-0.0778967693577822,-0.0778967693577822,-0.1375350635212228,1.6215718812912725,0,0.03,0.0019780173077146995
76,29.40783468132902,0.0230401031004812,0.025386633206648745,-0.0359155428301754,-0.0359155428301754,-0.115579804229626,1.6215718812912725,0,0.03,0.041981226527606795
77,29.43159724707691,0.1572241220462579,0.02549384912437168,-0.0345830305496597,-0.0345830305496597,-0.1153623007899653,1.6215718812912725,0,0.03,0.001332512280515702
78,29.435830681127666,0.0844207956198871,0.02552099710440674,-0.03113574494811,-0.03113574494811,-0.1135646203089272,1.6215718812912725,0,0.03,0.0034472856015497003
79,29.45113925476066,0.1179537112584042,0.0254663901779606,-0.0222822769554043,-0.0222822769554043,-0.1082510273234731,1.6215718812912725,0,0.03,0.0088534679927057
80,29.448422965122216,0.0083316832616641,0.025087758245822576,-0.0191672847233228,-0.0191672847233228,-0.1044173036905438,1.6215718812912725,0,0.03,0.0031149922320815003
81,29.464312428330423,0.1292650733614723,0.024709122714750374,-0.0246791908160499,-0.0246791908160499,-0.105391772385814,1.6215718812912725,0,0.03,-0.005511906092727101
82,29.459537714830105,0.0105081109680206,0.02457777165169737,-0.0304544333964962,-0.0304544333964962,-0.1079248345374004,1.6215718812912725,0,0.03,-0.0057752425804462985
83,29.479504138576544,0.1507026380911813,0.0245495596961758,-0.0349515857250916,-0.0349515857250916,-0.1102485328145629,1.6215718812912725,0,0.03,-0.004497152328595398
84,29.480091076039944,0.0757508346951135,0.024513827312054266,-0.0262435641997974,-0.0262435641997974,-0.1051580771098666,1.6215718812912725,0,0.03,0.008708021525294197
85,29.507440738989555,0.1898784750145045,0.024446039130671775,-0.0126575369943969,-0.0126575369943969,-0.0970866450073128,1.6215718812912725,0,0.03,0.013586027205400501
86,29.52145873804389,0.1731061951908391,0.024378250836886568,-0.0193506774128318,-0.0193506774128318,-0.1004439016690834,1.6215718812912725,0,0.03,-0.0066931404184349
87,29.52489724342932,0.0988073908067848,0.024498168905665463,-0.0109982614583606,-0.0109982614583606,-0.0964037535149053,1.6215718812912725,0,0.03,0.0083524159544712
88,29.53443789212689,0.0845133959634487,0.024699727647061683,0.0725846348616401,0.0725846348616401,-0.0504122416210744,1.6215718812912725,0,0.03,0.0835828963200007
89,29.558538782402596,0.1958095891236876,0.02483980646147532,0.0803675324624316,0.0803675324624316,-0.0467693669831271,1.6215718812912725,0,0.03,0.007782897600791497
90,29.56897719082904,0.151530533900822,0.0247301163432334,0.0795912478196445,0.0795912478196445,-0.0465893968563731,1.6215718812912725,0,0.03,-0.0007762846427871034
91,29.57938113782045,0.1037365762000465,0.024620425927257855,0.0772579913909457,0.0772579913909457,-0.0472876863108775,1.6215718812912725,0,0.03,-0.0023332564286987906
92,29.6006607746356,0.1865929035778015,0.024248085938481583,0.0794869492389586,0.0794869492389586,-0.0439493821729266,1.6215718812912725,0,0.03,0.0022289578480128996
93,29.60337126390571,0.0755376400968222,0.02376105399495464,0.0798405854335353,0.0798405854335353,-0.0410533887498705,1.6215718812912725,0,0.03,0.0003536361945766925
94,29.618679695429567,0.1180092364832518,0.023363282060121473,0.0776247789121504,0.0776247789121504,-0.0400888164976034,1.6215718812912725,0,0.03,-0.0022158065213848943
95,29.62981256920489,0.1190006735745005,0.023311199517683255,0.083012160706095,0.083012160706095,-0.0367543872285375,1.6215718812912725,0,0.03,0.005387381793944601
96,29.64871134960251,0.1600127689675904,0.023259116911976824,0.091065971370429,0.091065971370429,-0.0319126374176167,1.6215718812912725,0,0.03,0.008053810664333999
97,29.66057744498487,0.1202880004979648,0.023219783174260145,0.0929058619231955,0.0929058619231955,-0.0306501611417905,1.6215718812912725,0,0.03,0.001839890552766496
98,29.681421478600683,0.1838953365480586,0.023185702408027982,0.0523046131742235,0.0523046131742235,-0.053301111745437,1.6215718812912725,0,0.03,-0.040601248748972
99,29.67957543679012,0.0489108479944623,0.02318356863366669,0.0472343646097987,0.0472343646097987,-0.056143306956507,1.6215718812912725,0,0.03,-0.005070248564424798
100,29.69715574649048,0.1119940671352495,0.023311714166361807,0.0236968895464239,0.06353861192570864,-0.058853970522702345,1.6215718812912725,0,0.03,-0.023537475063374797
101,29.70380946809425,0.1065954428764174,0.023439859316041794,0.0250102526191607,0.03421309872922773,-0.06312894285073847,1.6215718812912725,0,0.03,-0.038528359306547945
102,29.724233364397552,0.1669658913901953,0.023600889412826273,-0.034511031758428,0.06353861192570864,-0.08934130181261563,1.6215718812912725,0,0.03,-0.06872413048765573
103,29.73660758125092,0.1457580615521033,0.02377694332112127,-0.0311027565147233,0.04398826979472137,-0.09791580132428618,1.6215718812912725,0,0.03,-0.09464136844043194
104,29.75206779218692,0.1652535596111504,0.023969881190428224,-0.0520647341676454,0.08308895405669592,-0.11185703673178368,1.6215718812912725,0,0.03,-0.09605300396236677
105,29.764135428525023,0.1429357758874179,0.02423255481726539,-0.0704628329342248,0.053763440860215006,-0.1328750911812696,1.6215718812912725,0,0.03,-0.1535517869909207
106,29.78315781685129,0.1718065558849246,0.02449522677114668,-0.0728675532853867,0.014662756598240456,-0.14174213470015273,1.6215718812912725,0,0.03,-0.1266309941456017
107,29.797317927276858,0.161659456125916,0.024790656261033134,-0.0706554602192618,-0.053763440860215006,-0.14271750952839,1.6215718812912725,0,0.03,-0.08531821681750226
108,29.80894284077237,0.1134859072367903,0.0251008000780559,-0.0673266960216753,-0.053763440860215006,-0.13583185552654178,1.6215718812912725,0,0.03,-0.0135632551614603
109,29.834005896655825,0.2057028973251102,0.02530474042192258,-0.0652211862534084,-0.06353861192570864,-0.13397646548942768,1.6215718812912725,0,0.03,-0.0114577453931934
110,29.84074724668541,0.1268137176499505,0.02509872099539214,-0.0553868345081584,-0.06353861192570864,-0.12803221887935456,1.6215718812912725,0,0.03,0.008151777417550243
111,29.857073974196364,0.1361247724018129,0.02489270050289447,-0.0712132732543496,-0.024437927663734094,-0.1335072796433452,1.6215718812912725,0,0.03,-0.007674661328640961
112,29.871181827478203,0.1343384853146775,0.024742801969070295,-0.0737323540770232,-0.024437927663734094,-0.14103240929107275,1.6215718812912725,0,0.03,-0.0492944264132891
113,29.882998155902595,0.1195363542427035,0.024616430229507897,-0.0628282831964802,-0.024437927663734094,-0.1400608928240712,1.6215718812912725,0,0.03,-0.03839035553274611
114,29.89089515278892,0.0756376398985733,0.024499229597270845,-0.0510072439649099,-0.053763440860215006,-0.13630838546713764,1.6215718812912725,0,0.03,-0.02656931630117581
115,29.908954727116523,0.1503790656318053,0.02441737858943994,-0.0473625155383464,-0.004887585532746819,-0.1312686919309392,1.6215718812912725,0,0.03,0.006400925321868603
116,29.913937441116826,0.0965655886019022,0.024335527417924753,-0.0491000291219055,-0.08308895405669592,-0.13763794194872658,1.6215718812912725,0,0.03,-0.044212443589158684
117,29.93251785969732,0.1455626703107659,0.024103549320386594,-0.0513053019759015,-0.09286412512218956,-0.13065550810599197,1.6215718812912725,0,0.03,0.031783652080794415
118,29.95321416732657,0.1991943439680739,0.023809096790367256,-0.0548920316320069,-0.09286412512218956,-0.12550329374673821,1.6215718812912725,0,0.03,0.03797209349018266
119,29.96441410322058,0.1543748107578275,0.02352086686347643,-0.0452263330913129,-0.06353861192570864,-0.11766465705171333,1.6219614174929085,0,0.03,0.047637792030876654
120,29.98734370085863,0.1919997192272525,0.023256451663080952,-0.047329533806217,-0.07331378299120228,-0.11892146666183287,1.622251394585367,0,0.03,0.01620907811949164
121,30.01197094878632,0.2228267940750185,0.02299203483581145,-0.0210295139075733,-0.014662756598240456,-0.10464079397848439,1.622590139393928,0,0.03,0.05228426908362898
122,30.035781704210983,0.2265231171431102,0.023068177989123157,-0.0264681691300982,-0.004887585532746819,-0.11168302472831884,1.6227514667013372,0,0.03,-0.011805412531857743
123,30.048301406890587,0.1561021784414676,0.02329925698748093,-0.0310501716379507,0.014662756598240456,-0.11874396834037815,1.6228669596725074,0,0.03,-0.026162586105203882
124,30.06434788140917,0.1553618524026028,0.023542170408183318,-0.0344167811479125,0.014662756598240456,-0.12600529806712876,1.6229016413119572,0,0.03,-0.04907953774615296
125,30.07746136809068,0.1388076640117985,0.02383186804240713,0.0211442568915373,-0.004887585532746819,-0.10524794572327265,1.6230171900135701,0,0.03,0.006481500293296843
126,30.09655314987923,0.1644681640129175,0.024121563675425377,0.0461720172981692,-0.004887585532746819,-0.08954517288563654,1.6230171900135701,0,0.03,0.05105960283091602
127,30.116098669962295,0.1997157852200131,0.024136040240492103,0.022038787767535,-0.014662756598240456,-0.09602031326644149,1.6230171900135701,0,0.03,0.02692637330028182
128,30.13343594922915,0.1880774263762243,0.024026685724036618,0.016177293818518,-0.04398826979472137,-0.0960410629198707,1.6230171900135701,0,0.03,0.030840050416758455
129,30.156815683019268,0.2149783472904229,0.023905090644864325,0.0135980341646677,0.024437927663734094,-0.0904522020141493,1.6230171900135701,0,0.03,0.05758630395938907
130,30.180386926319365,0.2312286811104954,0.023730625477952003,0.014629129021817,-0.024437927663734094,-0.09523473541632063,1.6230171900135701,0,0.03,-0.009808798641917093
131,30.196144343351463,0.1816960041643949,0.023556159588314668,0.0279073514094031,-0.014662756598240456,-0.08415454908305327,1.6230171900135701,0,0.03,0.05234527907313719
132,30.213946681090437,0.1700899773364895,0.02331209702601162,0.0268542935953167,-0.024437927663734094,-0.08010107347054204,1.6230171900135701,0,0.03,0.041517050193557156
133,30.225737772753615,0.1259715091925188,0.023036182478214977,0.0201679189023837,-0.053763440860215006,-0.07866210465632133,1.6230171900135701,0,0.03,0.044605846566117796
134,30.241602613406524,0.1486881433238458,0.022822384303324107,0.0145077174053227,-0.053763440860215006,-0.07338189219298032,1.6230171900135701,0,0.03,0.0682711582655377
135,30.24836219576449,0.1014924962017008,0.022871815215782243,0.0065376485575412,-0.053763440860215006,-0.07219575094456515,1.6230171900135701,0,0.03,0.06030108941775621
136,30.26517517969056,0.150599298108289,0.022921246072325954,0.0113530018815176,-0.053763440860215006,-0.06668858246669335,1.6230171900135701,0,0.03,0.0651164427417326
137,30.27774579100837,0.1497213074763045,0.022909117539483975,0.0143100249404176,-0.024437927663734094,-0.06113074881025359,1.6230171900135701,0,0.03,0.0680734658006326
138,30.285070091214426,0.0817307625632637,0.022870428854305635,0.0207714258555174,0.024437927663734094,-0.058141610975921826,1.6230171900135701,0,0.03,0.0452093535192515
139,30.29293529925249,0.0851367550403799,0.022842886188420897,0.0271302145071525,0.03421309872922773,-0.06040006002693084,1.6230171900135701,0,0.03,0.0026922868434184066
140,30.28937938435929,0.0106574221163724,0.02285757217158908,0.0074319631747189,0.03421309872922773,-0.0721300063272983,1.6230171900135701,0,0.03,-0.026781135554508832
141,30.290749635258702,0.0066699168166549,0.022872258149824812,0.0071357238895527,0.014662756598240456,-0.07492236690318517,1.6230171900135701,0,0.03,-0.027077374839675032
142,30.298829267829905,0.0519979642985585,0.023104509895272844,0.0125130234249157,-0.024437927663734094,-0.07192886436770449,1.6230171900135701,0,0.03,-0.0021497331733247565
143,30.300589655924096,0.0360641632723714,0.02343181690048158,0.0146968446457967,-0.07331378299120228,-0.06540797732297868,1.6230171900135701,0,0.03,0.039134772309530795
144,30.305407825122497,0.053611205011564,0.02368557090986151,0.0088890867473339,-0.053763440860215006,-0.05778298523400375,1.6230171900135701,0,0.03,0.08220286973853619
145,30.30761896506116,0.0389566567203875,0.023657736960793787,-0.0040977547842408,-0.03421309872922773,-0.06007994029849577,1.6230171900135701,0,0.03,0.04966568607597421
146,30.310072726133203,0.0338077125613314,0.02362990299338746,-0.0355973063210875,-0.004887585532746819,-0.07531405285415069,1.6230171900135701,0,0.03,-0.001384207591859768
147,30.298124929887383,-0.0693704041423076,0.023545141726082693,-0.0496692375494342,-0.03421309872922773,-0.08761611496124765,1.6230171900135701,0,0.03,-0.04478165201668738
148,30.296667453924854,-0.0447780088949827,0.023436050810276353,-0.0685523243942064,-0.15151515151515138,-0.09572300079116118,1.6230171900135701,0,0.03,-0.03433922566497867
149,30.288713182481672,-0.0580322237068156,0.023390182912060856,-0.0686817749181895,-0.17106549364613866,-0.07992800323104697,1.6230171900135701,0,0.03,0.08283337659696188
150,30.296196151117694,0.0083148296412441,0.023587503193110655,-0.0663501118465587,-0.1808406647116323,-0.06761334229038765,1.6230171900135701,0,0.03,0.10471538179957995
151,30.303634532827974,0.0630663204636886,0.023784822555267125,-0.0729216102531225,-0.1808406647116323,-0.0625899989674311,1.6230171900135701,0,0.03,0.10791905445850979
152,30.30403838485737,0.0304186521652345,0.023857610476554283,-0.0824468573650088,-0.1319648093841641,-0.06041076019682292,1.6230171900135701,0,0.03,0.0983938073466235
153,30.30604356513743,0.034636557973601,0.02387701864651959,-0.0942614598062302,-0.12218963831867047,-0.0674070178498217,1.6230171900135701,0,0.03,0.037703349577933906
154,30.30270609399768,-0.0172698692098121,0.02389990747003373,-0.1062467900985966,-0.15151515151515138,-0.07407191057223267,1.6230171900135701,0,0.03,0.01594284822007387
155,30.30925013036849,0.0460572173896987,0.02393603520767157,-0.1030888505983188,-0.2101661779081132,-0.06809308480292547,1.6230171900135701,0,0.03,0.048426300916832574
156,30.308814822482777,0.0225126943415514,0.023972162914049886,-0.0995391906432873,-0.26881720430107503,-0.05378982116444123,1.6230171900135701,0,0.03,0.11062698726482591
157,30.313728194044007,0.0246941443596443,0.024001363446235206,-0.1126897005035511,-0.26881720430107503,-0.042297659110888175,1.6230171900135701,0,0.03,0.15612750379752394
158,30.31848252113497,0.0452868135280773,0.024027620897841453,-0.1290756535213542,-0.22971652003910048,-0.03876281804330904,1.6230171900135701,0,0.03,0.13974155077972084
159,30.315553077082324,-0.0032438845849802,0.024021355356323947,-0.128888766939065,-0.2883675464320623,-0.03641365235036849,1.6230171900135701,0,0.03,0.10082775310003547
160,30.31800698771204,0.0267214997830578,0.023897507535525914,-0.1260015232571396,-0.29814271749755594,-0.021032607129971764,1.6230171900135701,0,0.03,0.1623660231749227
161,30.30869973738169,-0.0533449629922446,0.023773659347970617,-0.1339477372567985,-0.32746823069403685,-0.010820080298149348,1.6230171900135701,0,0.03,0.16419498024075743
162,30.31795534336637,0.0470965788281122,0.023676917524918448,-0.1331613522085195,-0.3665689149560114,0.0043807588807634745,1.6230171900135701,0,0.03,0.19430687848551736
163,30.31579537759013,0.0075408226878387,0.02359243955500314,-0.1474832743844198,-0.37634408602150504,0.016873838041969916,1.6230171900135701,0,0.03,0.2190856405715916
164,30.320131102734926,0.0123591909669041,0.023591001288456273,-0.1538213047123059,-0.32746823069403685,0.029745954349941248,1.6230171900135701,0,0.03,0.22252278130919914
165,30.31326690713953,-0.0388354550489358,0.023909665832314943,-0.1556488842513019,-0.3372434017595305,0.0344824266698307,1.6230171900135701,0,0.03,0.17181934644273494
166,30.305218404753145,-0.0779994684596481,0.024228327946846255,-0.1517119034280174,-0.3372434017595305,0.045707474811895674,1.6230171900135701,0,0.03,0.18553149833151308
167,30.31314286981297,0.0373032880124417,0.024140360682521157,-0.1443191491877739,-0.2883675464320623,0.06123213907057873,1.6230171900135701,0,0.03,0.1929242525717566
168,30.31262280441453,0.008852465854046,0.023882093622105572,-0.1352686330606732,-0.22971652003910048,0.07099085711605795,1.6230171900135701,0,0.03,0.15309891337138912
169,30.322322260219167,0.0609051843763805,0.02366095890616501,-0.132512342857699,-0.19061583577712593,0.07230657521063964,1.6230171900135701,0,0.03,0.09720417718140148
170,30.317034517255276,-0.0087061630908206,0.023594711641233165,-0.1569479409178531,-0.27859237536656867,0.05966922303490625,1.6230171900135701,0,0.03,0.03366789485927282
171,30.319497634072675,0.0081574642464569,0.023528464272693457,-0.1636826697741832,-0.2883675464320623,0.0699078475775403,1.6230171900135701,0,0.03,0.11490970559238547
172,30.322058549983613,0.0165003161931509,0.02363326706021704,-0.1772362785348183,-0.22971652003910048,0.0745852734233412,1.6230171900135701,0,0.03,0.11113126789724401
173,30.322791849242545,-0.0064968577143706,0.023808592236733893,-0.1773023411540636,-0.15151515151515138,0.07200386684595608,1.6230171900135701,0,0.03,0.05241417888503688
174,30.32933945157876,0.0487866518350517,0.023994469759033354,-0.1804661367794998,-0.1808406647116323,0.05964750689099854,1.6230171900135701,0,0.03,-0.028950985264348417
175,30.32010904651468,-0.0438921483700419,0.024220970538369736,-0.1812110617605519,-0.2101661779081132,0.058554235234784785,1.6230171900135701,0,0.03,-0.0003703970489196129
176,30.32855099539749,0.040653707087322,0.02444747007438479,-0.1806425840324009,-0.26881720430107503,0.06341267787034457,1.6230171900135701,0,0.03,0.029523593875712295
177,30.333699524447663,0.0560824888736772,0.02451913932785367,-0.1764957053526764,-0.22971652003910048,0.07663233796869803,1.6230171900135701,0,0.03,0.09232149894839864
178,30.343563851339624,0.0806086122578459,0.024525228258922584,-0.1729925571727744,-0.2590420332355814,0.08012431762840902,1.6230171900135701,0,0.03,0.05672396286632608
179,30.34488419456364,0.0412895822240626,0.02456321323801427,-0.1720608257008362,-0.24926686217008776,0.08714058927829182,1.6230171900135701,0,0.03,0.0869812075347452
180,30.346841302679955,0.0210163035472771,0.024728554722282584,-0.1746651665213631,-0.26881720430107503,0.0903400270204397,1.6230171900135701,0,0.03,0.07460169564872465
181,30.35561401497322,0.0668181283835946,0.024893895530115482,-0.17451239784763,-0.2101661779081132,0.09701746456748825,1.6230171900135701,0,0.03,0.09430480645344502
182,30.34974115682099,-0.0268987694269139,0.02495161171620622,-0.1719666051281222,-0.3079178885630496,0.09571561602453799,1.6230171900135701,0,0.03,0.038199572779991
183,30.366333409393597,0.1103161361433616,0.024962580753845914,-0.1660644494084924,-0.3861192570869987,0.11347752912288431,1.6217336405576885,0,0.03,0.14185343915455717
184,30.360241746196245,0.0134078856733251,0.024978372265388526,-0.1650261616580902,-0.34701857282502413,0.1377986230418476,1.620039412481602,0,0.03,0.22109309542890848
185,30.37101764624711,0.0703105168494873,0.02501332435896075,-0.1662246254309247,-0.24926686217008776,0.1476869058627473,1.6183142878254795,0,0.03,0.18079394739409943
186,30.373412493662396,0.0559875695410909,0.025048276421956374,-0.1679077940351714,-0.24926686217008776,0.14220098338009213,1.616827549242726,0,0.03,0.08135906813491636
187,30.368741736033076,-0.0249627673085901,0.024993893862676437,-0.1672565375242117,-0.24926686217008776,0.1445681206096899,1.6153106278206508,0,0.03,0.08201032464587604
188,30.37316722277936,0.0101731307337362,0.024899360429485897,-0.1633365915156505,-0.21994134897360684,0.1518900150882023,1.613715633647288,0,0.03,0.08593027065443726
189,30.368711639281027,-0.033507011442334,0.024827485348967344,-0.1566720790425767,-0.17106549364613866,0.15637896535510812,1.6121537540503554,0,0.03,0.06326926993103013
