t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand,gain,lag,error,lookahead_target
30,1.997577946580713,0.2260513986903526,0.0160310358655086,0.15725772592043621,0.0033057671111433,0.0033057671111433,-0.1346617082729003,1.0246851330554927,3,7.368995263610026e-05,0.00347745029408
31,2.020547047376493,0.2272503178085375,0.0161770901313587,0.15869033248037837,0.0033760334218138,0.0033760334218138,-0.1356798510454581,1.027671116158944,3,7.02663106705e-05,0.0035393939774875
32,2.040586045996648,0.2117401987387625,0.0163231443972088,0.16012293565516245,0.0034284353910437,0.0034284353910437,-0.1367156190085065,1.0302761859795644,3,5.2401969229899995e-05,0.0036371770625042
33,2.0574469237547293,0.1836264869921268,0.0164711791491884,0.1615749613480523,0.00347745029408,0.00347745029408,-0.13774174980571,1.0324681000881148,3,4.901490303629982e-05,0.0037266818687382
34,2.079398524624226,0.2083508909482062,0.0166194325327131,0.1630291279794106,0.0035393939774875,0.0035393939774875,-0.1389126863277749,1.0353218082011495,3,6.194368340749993e-05,0.0038382543938343
35,2.1084411296828893,0.2629762515173698,0.016791562745545,0.16471748974916747,0.0036371770625042,0.0036371770625042,-0.1403335389195932,1.0390973468587756,3,9.77830850167e-05,0.0039763021951172
36,2.137726390420104,0.284993534507212,0.016997274528287,0.16673523434633442,0.0037266818687382,0.0037266818687382,-0.141736242181457,1.0429044307546136,3,8.950480623399993e-05,0.004164735055118
37,2.171785568222265,0.3260357973433804,0.017202986311029,0.1687529718877102,0.0038382543938343,0.0038382543938343,-0.1428767838701342,1.0473321238688944,3,0.00011157252509610017,0.0043929459421316
38,2.213482926159296,0.3868536113629017,0.0173756894443264,0.1704469364107569,0.0039763021951172,0.0039763021951172,-0.1439488769746074,1.0527527804007084,3,0.00013804780128290036,0.0047070525772599
39,2.267287662400132,0.4965783860548456,0.0175446528619289,0.17210421488642338,0.004164735055118,0.004164735055118,-0.1453079846663348,1.0597473961120172,3,0.0001884328600007994,0.0051285569723778
40,2.330778612963742,0.5986928395156805,0.0177576402750124,0.1741932959224184,0.0043929459421316,0.0043929459421316,-0.1470808950593076,1.0680012196852866,3,0.00022821088701360012,0.0056436058991245
41,2.413638100857794,0.7575051221271364,0.0180372684501741,0.17693600898180442,0.0047070525772599,0.0047070525772599,-0.1487673057023937,1.0787729531115133,3,0.0003141066351283004,0.0060450177847365
42,2.516134748490515,0.9346159064381212,0.0183168966253358,0.17967870820622484,0.0051285569723778,0.0051285569723778,-0.150450641712259,1.0929042547282928,3,0.00042150439511789983,0.0067117340596336
43,2.63586319660194,1.1068496851009764,0.0186065244615055,0.18251947308465558,0.0056436058991245,0.0056436058991245,-0.152220083168802,1.1144553753883493,3,0.0005150489267466999,0.0074623149819574
44,2.7708114864115005,1.2605919740874096,0.0188972665446333,0.18537115146367913,0.0060450177847365,0.0060450177847365,-0.1536406614595329,1.1387460675540702,3,0.00040141188561200036,0.0082792816168626
45,2.9193120437913453,1.408106792087235,0.0191677046086171,0.1880236683728507,0.0067117340596336,0.0067117340596336,-0.1547777071426734,1.1654761678824421,3,0.0006667162748970994,0.0089087458525533
46,3.07418022115199,1.512484164412534,0.0194079891356247,0.19038042112835943,0.0074623149819574,0.0074623149819574,-0.1558606324929767,1.1933524398073583,3,0.0007505809223238005,0.009865200371039
47,3.242110315971776,1.6080699799065756,0.0196482736626323,0.19273716289193973,0.0082792816168626,0.0082792816168626,-0.1581664099996683,1.2235798568749197,3,0.0008169666349052002,0.0109128069860218
48,3.406360862764469,1.6437242182924447,0.0200383935946991,0.19656348595518483,0.0089087458525533,0.0089087458525533,-0.1603529560134853,1.2531449552976044,3,0.0006294642356906993,0.0119372596497941
49,3.576533919126697,1.6797044523636255,0.0204459474148276,0.2005607698286642,0.009865200371039,0.009865200371039,-0.1620280180691794,1.2898988189729412,3,0.0009564545184856995,0.0126378148878794
50,3.741856512656085,1.66022379822712,0.0207920940946673,0.20395574693597426,0.0109128069860218,0.0109128069860218,-0.1630673625067601,1.3328826932905822,3,0.0010476066149828003,0.0139167236496478
51,3.907238978553413,1.6690092616293457,0.0210480846798114,0.2064664650611068,0.0119372596497941,0.0119372596497941,-0.1643399296993246,1.3758821344238874,3,0.0010244526637722996,0.0152209326651358
52,4.085418379257805,1.733014131719025,0.0213040752649556,0.20897716965624938,0.0126378148878794,0.0126378148878794,-0.165984490278009,1.4222087786070294,3,0.0007005552380853,0.0166146688819763
53,4.263355244830756,1.7662772439448329,0.0216707397455292,0.21257331784436792,0.0139167236496478,0.0139167236496478,-0.1677030389352192,1.4684723636559966,3,0.0012789087617684006,0.0173179334835507
54,4.442791046729482,1.7857354332199606,0.0220505374060741,0.21629824264712363,0.0152209326651358,0.0152209326651358,-0.168868137724663,1.5151256721496653,3,0.0013042090154880004,0.0188130588366087
55,4.626209875703469,1.8197278458746904,0.0223630976054546,0.21936370218066126,0.0166146688819763,0.0166146688819763,-0.1698279738701491,1.5476693825984857,3,0.0013937362168405,0.0195533490596943
56,4.806813080633699,1.821649349919408,0.022576774261565,0.22145934101984574,0.0173179334835507,0.0173179334835507,-0.1702051142929738,1.572953831288718,3,0.0007032646015744,0.0208559484907601
57,4.988843820235863,1.804440645264452,0.0227904509176754,0.22355496974770317,0.0188130588366087,0.0188130588366087,-0.1709911567669227,1.5984381348330208,3,0.0014951253530579994,0.0207283669405149
58,5.160119337048958,1.7464306840467942,0.0229834948477469,0.22544823473161188,0.0195533490596943,0.0195533490596943,-0.171347455376926,1.622416707186854,3,0.0007402902230855997,0.0221048158343944
59,5.329709378852144,1.7024496551293835,0.0231741440678608,0.2273180055177726,0.0208559484907601,0.0208559484907601,-0.1728804465377243,1.6461593130393,3,0.0013025994310657991,0.0225830608940309
60,5.487835096329485,1.631800119096485,0.0233820816033109,0.22935732008984613,0.0207283669405149,0.0207283669405149,-0.1735004404422829,1.6682969134861279,3,-0.00012758155024519824,0.0228717460757535
61,5.635446687746674,1.5480085410973852,0.0236160009964428,0.23165143577445757,0.0221048158343944,0.0221048158343944,-0.1747785526587283,1.6848991356521341,3,0.0013764488938795005,0.0240606405792871
62,5.781380659868567,1.4776258360212375,0.0238499203895747,0.2339455387835003,0.0225830608940309,0.0225830608940309,-0.1750592246312803,1.7009518725855424,3,0.00047824505963649927,0.021388664468733
63,5.911633538796764,1.3532770521848172,0.0239249616988646,0.2346814840087355,0.0228717460757535,0.0228717460757535,-0.1745519953450128,1.715279689267644,3,0.0002886851817225991,0.0226340215532022
64,6.040506684881534,1.303209538407084,0.023982007116898,0.2352409390220998,0.0240606405792871,0.0240606405792871,-0.1772340388179412,1.7294557353369688,3,0.0011888945035335996,0.0227502300831258
65,6.175165779880919,1.343059460543775,0.0240900056873774,0.23630009897029244,0.021388664468733,0.021388664468733,-0.1775812868406988,1.744268235786901,3,-0.0026719761105541,0.0230320419479813
66,6.320710596497388,1.4185226074640775,0.0242727952837112,0.23809274066533564,0.0226340215532022,0.0226340215532022,-0.1787538284107185,1.7602781656147128,3,0.0012453570844692015,0.0184276176447464
67,6.466205966547711,1.4311442168944732,0.024455584880045,0.23988537440521548,0.0227502300831258,0.0227502300831258,-0.1796756868535573,1.7762826563202483,3,0.00011620852992360112,0.0101409696094264
68,6.608931741662429,1.429522011151013,0.0246202640530115,0.24150039075964566,0.0230320419479813,0.0230320419479813,-0.1841484674852688,1.790893174166243,3,0.0002818118648554996,0.0113557190064019
69,6.75659465271886,1.4566596125700264,0.024782893887946,0.24309530273272995,0.0184276176447464,0.0184276176447464,-0.1926074581642578,1.805659465271886,3,-0.004604424303234902,0.0111988648146941
70,6.905452941030528,1.48071084519672,0.025128362425766,0.246483293805798,0.0101409696094264,0.0101409696094264,-0.1962362719364369,1.8205452941030527,3,-0.00828664803532,0.0075547224791037
71,7.051698677091987,1.476833440028026,0.0257682512984049,0.2527585710048642,0.0113557190064019,0.0113557190064019,-0.2008589069045387,1.8351698677091985,3,0.0012147493969755004,0.0035971164477666
72,7.1976595958616745,1.4559590835131944,0.0264081401710438,0.25903374470997326,0.0111988648146941,0.0111988648146941,-0.2105699280862484,1.8497659595861673,3,-0.00015685419170780035,0.0023145139623424
73,7.341507350630167,1.4386747916872968,0.0274073688767251,0.26883262950461256,0.0075547224791037,0.0075547224791037,-0.2207865877295403,1.8641507350630167,3,-0.0036441423355903996,-0.0006401706355396
74,7.486982702706414,1.4488690222927891,0.028448893549947,0.27904600167658167,0.0035971164477666,0.0035971164477666,-0.2294196390802667,1.8786982702706414,3,-0.0039576060313371,-0.0100925727986934
75,7.628068776231114,1.4286330450401532,0.029543094895584997,0.2897756042096068,0.0023145139623424,0.0023145139623424,-0.2397887582731974,1.8595089958030218,3,-0.0012826024854241998,-0.0167368624630822
76,7.768635086038536,1.4109154918559554,0.030714600947479596,0.3012628621840591,-0.0006401706355396,-0.0006401706355396,-0.2548119441164234,1.837018386233834,3,-0.002954684597882,-0.0157504344966306
77,7.90371576814007,1.3773428423870209,0.0318861069993742,0.3127497066974444,-0.0100925727986934,-0.0100925727986934,-0.2666823671667007,1.8154054770975887,3,-0.0094524021631538,-0.0186301554413491
78,8.042249572911135,1.3757137222581195,0.0329036962473347,0.3227270192552654,-0.0167368624630822,-0.0167368624630822,-0.2729607449136669,1.7932400683342182,3,-0.006644289664388799,-0.0265315363889238
79,8.180892375800235,1.3668201162594005,0.03390825087505759,0.332576201540177,-0.0157504344966306,-0.0157504344966306,-0.2809334126470275,1.7710572198719623,3,0.0009864279664516008,-0.0350142878894988
80,8.318965253058384,1.378456016327016,0.0347618382731774,0.3409449582933187,-0.0186301554413491,-0.0186301554413491,-0.290905001437642,1.7489655595106586,3,-0.0028797209447185,-0.0371005859342295
81,8.451641476844753,1.3625000880667784,0.0353912757968998,0.3471159420711813,-0.0265315363889238,-0.0265315363889238,-0.3012593112079109,1.7277373637048397,3,-0.007901380947574702,-0.0366584319231014
82,8.58803079461465,1.3643738106229693,0.0360207133206222,0.3532867883246292,-0.0350142878894988,-0.0350142878894988,-0.3061203460142443,1.6856679901002867,3,-0.008482751500574998,-0.0368284932317078
83,8.713583067148306,1.2901135550565566,0.0365167202406026,0.358149416207374,-0.0371005859342295,-0.0371005859342295,-0.3090978607225138,1.6367026038121606,3,-0.0020862980447306986,-0.0367727982373871
84,8.843070871561457,1.286947526795987,0.0370013738127582,0.36290065589247444,-0.0366584319231014,-0.0366584319231014,-0.3132330541999551,1.5862023600910318,4,0.0004421540111280986,-0.0357133396036206
85,8.965886629016074,1.2314047569110975,0.0375901541477763,0.3686725742734511,-0.0368284932317078,-0.0368284932317078,-0.3182763099752415,1.5383042146837311,4,-0.00017006130860640345,-0.0356634420151763
86,9.093374692520172,1.2433195384820184,0.0383342542743741,0.37596693713027624,-0.0367727982373871,-0.0367727982373871,-0.3232438360356793,1.488583869917133,4,5.569499432070413e-05,-0.0356782505024361
87,9.21120576756404,1.1921211242195524,0.039078354400972,0.3832610918198589,-0.0366141523643366,-0.0366141523643366,-0.3297865330302231,1.4426297506500243,4,0.00015864587305049888,-0.0377993804026482
88,9.339076313202366,1.2399026787096423,0.0401283228089064,0.3935532049497528,-0.0357133396036206,-0.0357133396036206,-0.3370895135544793,1.3927602378510775,4,0.000900812760715998,-0.0379976799890848
89,9.465694583379692,1.258657940938649,0.0412038041110352,0.4040949534088421,-0.0356634420151763,-0.0356634420151763,-0.3432939014395164,1.34337911248192,4,4.989758844430037e-05,-0.0397490310910583
90,9.601727491189616,1.3297872134115285,0.042116698635197,0.4130426780303246,-0.0356782505024361,-0.0356782505024361,-0.3493130376144477,1.3259309003524153,4,-1.4808487259800052e-05,-0.0410277505936234
91,9.72368436928171,1.2481496793863152,0.0427883613151543,0.41962575227390614,-0.0377993804026482,-0.0377993804026482,-0.3539851037321048,1.3210526252287316,4,-0.0021211299002120987,-0.0430843211005866
92,9.8297736699534,1.1173840668016028,0.0434600239951117,0.426208637211413,-0.0379976799890848,-0.0379976799890848,-0.3542088234466428,1.3168090532018641,4,-0.00019829958643659967,-0.0450429629879878
93,9.956650024831925,1.2377967142593136,0.0433273357108763,0.42490819048342743,-0.0397490310910583,-0.0397490310910583,-0.3535905378689811,1.3117339990067232,4,-0.0017513511019734973,-0.0464547804104849
94,10.078865684881348,1.2101123009517067,0.0431209253146098,0.422885195778177,-0.0410277505936234,-0.0410277505936234,-0.3535602059638448,1.3068453726047462,4,-0.0012787195025651052,-0.0476468414572948
95,10.203083600496786,1.220560193638838,0.0429219191131978,0.4209347513215798,-0.0430843211005866,-0.0430843211005866,-0.3535341598680065,1.3018766559801287,4,-0.002056570506963201,-0.0462263984509953
96,10.329924504697242,1.2253249368755466,0.0427338516324426,0.41909150110138255,-0.0450429629879878,-0.0450429629879878,-0.353131783316453,1.2968030198121103,4,-0.001958641887401198,0.0
97,10.449945050083048,1.211406736887663,0.0425457841516874,0.4172482360581799,-0.0464547804104849,-0.0464547804104849,-0.3563630401301619,1.292002197996678,4,-0.0014118174224970956,0.0
98,10.585041446562355,1.2983246451304733,0.0429159468923352,0.42087621778673023,-0.0476468414572948,-0.0476468414572948,-0.3580821353674587,1.3061578748468476,4,-0.0011920610468099044,0.0
99,10.71593269477852,1.2946451674334052,0.0433332599980322,0.42496625319095976,-0.0462263984509953,-0.0462263984509953,-0.3582688556700152,1.3310272120079187,4,0.001420443006299503,0.0
100,10.825648554539075,1.1779902922682264,0.0433700837443292,0.42532715474302923,0.0,-0.04398826979472137,-0.2855936346393784,1.3518732253624244,4,0.0462263984509953,0.0
101,10.944339130439404,1.1974639606151507,0.04282683524809739,0.4200028357910789,0.0,-0.03421309872922773,-0.2696991174557446,1.3744244347834869,4,0.04398826979472137,0.0
102,11.068287420469506,1.2321778877745224,0.0422835867518656,0.4146783928883448,0.0,0.014662756598240456,-0.2533482670401311,1.397974609889206,4,0.03421309872922773,0.0
103,11.19025320309082,1.2322241341284397,0.0408627336667735,0.40075186876721636,0.0,0.08308895405669592,-0.23760143388703214,1.421148108587256,4,-0.014662756598240456,0.0
104,11.311352708879552,1.2047733379113506,0.0393665777248435,0.38608638800291434,0.0,0.14173998044965774,-0.23381586969567378,1.4441570146871148,3,-0.08308895405669592,0.0
105,11.433149165366386,1.213307862411972,0.0377950379809626,0.370681057070717,0.0,0.17106549364613866,-0.21816656768476056,1.4672983414196132,3,-0.14173998044965774,0.0
106,11.55688089402136,1.2216275418596731,0.0361112570598863,0.35417444478153365,0.0,0.20039100684261957,-0.2028744631282447,1.4908073698640583,3,-0.17106549364613866,0.0
107,11.680985826300208,1.227017796167048,0.0344274761388099,0.3376668283661757,0.0,0.21994134897360684,-0.1892591661471144,1.5143873069970395,3,-0.20039100684261957,0.0
108,11.7948089186916,1.1663607572895929,0.0326373375043744,0.32011544291705896,0.0,0.20039100684261957,-0.1780344918358796,1.536013694551404,3,-0.21994134897360684,0.0
109,11.910247204712157,1.1484963015230572,0.0308353393219621,0.30244674478880135,0.0,0.21994134897360684,-0.16708827048075547,1.5579469688953098,3,-0.20039100684261957,0.0
110,12.036405523324625,1.2239837488519918,0.029220435215843703,0.28661167894603384,0.0,0.22971652003910048,-0.16104099648278397,1.5819170494316788,3,-0.21994134897360684,0.0
111,12.154357215318134,1.1848835067460703,0.027879597011368704,0.2734634175624112,0.0,0.21994134897360684,-0.15583757967516784,1.6043278709104454,3,-0.22971652003910048,0.0
112,12.266021675171256,1.145537666874152,0.026538758806893704,0.26031466453345264,0.0,0.21994134897360684,-0.15158769240584224,1.6255441182825385,3,-0.21994134897360684,0.0
113,12.381319957063017,1.1553835680224676,0.025971675838242697,0.254753497993583,0.0,0.2101661779081132,-0.14842256040180513,1.6474507918419732,3,-0.21994134897360684,0.0
114,12.498260196444877,1.1670115852324812,0.0254884449784946,0.25001457240809893,0.0,0.21994134897360684,-0.14531333747129108,1.6696694373245264,3,-0.2101661779081132,0.0
115,12.6083025605615,1.1204792204949108,0.0251211417970716,0.2464124817943395,0.0,0.16129032258064502,-0.1437928268747623,1.68299630726738,3,-0.21994134897360684,0.0
116,12.72340833191942,1.156059586019941,0.0249280520711571,0.24451886466116693,0.0,0.16129032258064502,-0.14233208874415032,1.6968089998303302,3,-0.16129032258064502,0.0
117,12.830307328009644,1.1007497758341005,0.0247349623452425,0.2426252384114396,0.0,0.17106549364613866,-0.14209884010343626,1.7096368793611572,3,-0.16129032258064502,0.0
118,12.94079221983228,1.111628169560861,0.024671493258549,0.24200279664176264,0.0,0.1808406647116323,-0.1434907654851454,1.7228950663798737,3,-0.17106549364613866,0.0
119,13.059158255188768,1.1634503004142256,0.0246212815261209,0.24151036914572352,0.0,0.20039100684261957,-0.1447825371607819,1.7370989906226522,3,-0.1808406647116323,0.0
120,13.179729027338952,1.186488788894411,0.0247667946377677,0.2429374175552788,0.0,0.24926686217008776,-0.14586658798862465,1.7515674832806742,3,-0.20039100684261957,0.0
121,13.300228915077971,1.1919063484718209,0.0252034359547586,0.24721953192542845,0.0,0.23949169110459412,-0.14691506223576692,1.7660274698093565,3,-0.24926686217008776,0.0
122,13.410405656262572,1.1429139898975471,0.025640077271749502,0.2515015991617809,0.0,0.27859237536656867,-0.1476124825844557,1.7792486787515087,3,-0.23949169110459412,0.0
123,13.524440483923955,1.1383998796971064,0.0260473053351134,0.2554951724179743,0.0,0.24926686217008776,-0.14863478961744073,1.7804682112696575,3,-0.27859237536656867,0.0
124,13.636355608254933,1.1273596038331408,0.0264512021956138,0.2594560356371156,0.0,0.23949169110459412,-0.1535216711285785,1.7368213127805763,3,-0.24926686217008776,0.0
125,13.737022522353652,1.0459746011684452,0.0267758104157615,0.2626393146056229,0.0,0.2590420332355814,-0.15981048745565646,1.697561216282076,3,-0.23949169110459412,0.0
126,13.833869531523924,0.9865809605222766,0.0269797784185435,0.26463951800260654,0.0,0.2590420332355814,-0.16641384288366565,1.6597908827056698,3,-0.2590420332355814,0.0
127,13.934050049211947,0.99386078261526,0.0271837464213254,0.2666397103898056,0.0,0.26881720430107503,-0.17678732020171928,1.6207204808073405,3,-0.2590420332355814,0.0
128,14.032414459081563,0.993657864710128,0.027657765097456596,0.2712880854598556,0.0,0.24926686217008776,-0.19270819623580177,1.5823583609581904,3,-0.26881720430107503,0.0
129,14.121246709049617,0.938920731986526,0.028159907002124698,0.27621217917432206,0.0,0.24926686217008776,-0.20891649926503125,1.5477137834706496,3,-0.24926686217008776,0.0
130,14.210560566106611,0.8951384769752401,0.0292113744329023,0.28652283059797173,0.0,0.22971652003910048,-0.21944892693848608,1.5128813792184215,3,-0.24926686217008776,0.0
131,14.290778626186045,0.8215924455671839,0.0310889451493409,0.3049334255388926,0.0,0.22971652003910048,-0.2291764110356594,1.4815963357874424,3,-0.22971652003910048,0.0
132,14.368383721673547,0.7927082571446973,0.0329665158657795,0.3233429455069247,0.0,0.23949169110459412,-0.23755999253594426,1.4513303485473166,3,-0.22971652003910048,0.0
133,14.43223192001104,0.6949120486665433,0.0338495009252654,0.3320001952546994,0.0,0.1808406647116323,-0.24289898041324487,1.4264295511956944,3,-0.23949169110459412,0.0
134,14.523691967058433,0.8424260281824579,0.0346192420352812,0.3395469308393497,0.0,0.20039100684261957,-0.2501381859783282,1.3919447312001327,3,-0.1808406647116323,0.0
135,14.61417457344661,0.8569066133965826,0.0351528078679579,0.3447780267680899,0.0,0.20039100684261957,-0.26708228461002353,1.3611806450281527,4,-0.20039100684261957,0.0
136,14.692560950294116,0.8542001918287782,0.0353262342805039,0.34647828361675664,0.0,0.2101661779081132,-0.27732197745333675,1.3345292769000006,4,-0.20039100684261957,0.0
137,14.778094854946705,0.8793283973807164,0.0354996606930499,0.3481785300444929,0.0,0.20039100684261957,-0.28683334987121567,1.3054477493181202,4,-0.2101661779081132,0.0
138,14.854564742369629,0.7999225725519332,0.0362505827116628,0.3555403349210977,0.0,0.15151515151515138,-0.29606325062303207,1.279447987594326,4,-0.20039100684261957,0.0
139,14.928713952874244,0.7685366125436958,0.0370673293896004,0.3635472364410645,0.0,0.14173998044965774,-0.30360741573587746,1.254237256022757,4,-0.15151515151515138,0.0
140,15.001689469284862,0.7432259431928405,0.0377351829657508,0.37009429803927973,0.0,0.12218963831867047,-0.31115777897176045,1.2294255804431469,4,-0.14173998044965774,0.0
141,15.076419846682132,0.7476718241010424,0.0381790962897192,0.37444595101875544,0.0,0.09286412512218956,-0.31894170898344454,1.2040172521280752,4,-0.12218963831867047,0.0
142,15.150044257455416,0.7433194807559251,0.0386230096136876,0.378797530210273,0.0,0.08308895405669592,-0.3266182958279239,1.1789849524651583,4,-0.09286412512218956,0.0
143,15.227723265603274,0.7544503723345864,0.038826852735264,0.38079573202072736,0.0,0.1026392961876832,-0.33502816939475283,1.152574089694887,4,-0.08308895405669592,0.0
144,15.303902854963294,0.7475344255135276,0.0390053365978911,0.382545333021757,0.0,0.15151515151515138,-0.34178762394488216,1.12667302931248,4,-0.1026392961876832,0.0
145,15.375598290764026,0.7290943672298373,0.0391548888099061,0.3840113200392791,0.0,0.15151515151515138,-0.34816773214659774,1.102296581140231,4,-0.15151515151515138,0.0
146,15.448573267320196,0.7304282118823027,0.0392637120974986,0.38507805598093586,0.0,0.1319648093841641,-0.35619303656106205,1.0774850891111334,4,-0.15151515151515138,0.0
147,15.513601007890944,0.6755726257022042,0.039372535385091,0.3861447873623017,0.0,0.07331378299120228,-0.3632970173392256,1.0613601007890945,4,-0.1319648093841641,0.0
148,15.578916195187968,0.6516551389405045,0.0392642060225811,0.3850828976514951,0.0,0.07331378299120228,-0.3627570552206068,1.0678916195187969,4,-0.07331378299120228,0.0
149,15.642336466788148,0.6371181520314475,0.0391317090530916,0.38378410080854236,0.0,0.053763440860215006,-0.36597528572040566,1.074233646678815,4,-0.07331378299120228,0.0
150,15.705871060242972,0.6411266557775471,0.0391325848439759,0.38379268573976116,0.0,0.053763440860215006,-0.36958529693140935,1.080587106024297,4,-0.053763440860215006,0.0
151,15.757620471827778,0.5473843639933216,0.0393158321331132,0.3855889589395379,0.0,0.03421309872922773,-0.3719958105893537,1.0857620471827778,4,-0.053763440860215006,0.0
152,15.826435334579076,0.6269848722019778,0.0394990794222505,0.38738521919140345,0.0,0.024437927663734094,-0.37165952156947074,1.0926435334579077,4,-0.03421309872922773,0.0
153,15.89253891993642,0.6436047093267672,0.0400864706831807,0.39314296577375263,0.0,0.024437927663734094,-0.3714190102838251,1.099253891993642,4,-0.024437927663734094,0.0
154,15.958187223000854,0.6503966146774542,0.0407216619453745,0.39936910644024215,0.0,-0.004887585532746819,-0.3651113440654085,1.1058187223000855,4,-0.024437927663734094,0.0
155,16.01923414939328,0.6301465134878463,0.0411838054368101,0.40389893284891354,0.0,0.004887585532746819,-0.3584218358812176,1.111923414939328,4,0.004887585532746819,0.0
156,16.078107174703625,0.6100584966347024,0.0414074864554794,0.40609137289094194,0.0,-0.024437927663734094,-0.3499628167302057,1.1178107174703624,4,-0.004887585532746819,0.0
157,16.134754429647266,0.5831714458655799,0.0416311674741488,0.40828379261492137,0.0,-0.04398826979472137,-0.3390851794379468,1.1234754429647267,4,0.024437927663734094,0.0
158,16.188745580092498,0.5536367791720179,0.0411683006681228,0.4037469599916769,0.0,-0.053763440860215006,-0.3283935658456078,1.1288745580092496,4,0.04398826979472137,0.0
159,16.246783386451046,0.5615721181329961,0.040636833898895,0.39853763174186685,0.0,-0.053763440860215006,-0.3214928585967678,1.1346783386451045,4,0.053763440860215006,0.0
160,16.297765062367024,0.5203285867425654,0.0398874554777512,0.39119218725714017,0.0,-0.053763440860215006,-0.3152801608694236,1.1397765062367022,4,0.053763440860215006,0.0
161,16.362177459107667,0.6144172950813717,0.038842985199656,0.38095387217182114,0.0,-0.06353861192570864,-0.30873307386716264,1.1462177459107665,4,0.053763440860215006,0.0
162,16.415328473100846,0.5533896763808228,0.0377985149215608,0.37071514149704193,0.0,-0.06353861192570864,-0.3025174297355405,1.1515328473100845,4,0.06353861192570864,0.0
163,16.467316446047548,0.5481855164028235,0.037194200348210596,0.36479098267884597,0.0,-0.07331378299120228,-0.2963886029481845,1.1567316446047546,4,0.06353861192570864,0.0
164,16.52661501046811,0.5612440301668543,0.0366390756856829,0.3593489202414971,0.0,-0.06353861192570864,-0.29141712746102955,1.1717106046059682,4,0.07331378299120228,0.0
165,16.571772581025545,0.4856844329930982,0.0360807461797563,0.3538753280161213,0.0,-0.09286412512218956,-0.28578355404520595,1.1915799356512398,4,0.06353861192570864,0.0
166,16.615228164170286,0.4460127223652466,0.0355180440632666,0.34835875722429543,0.0,-0.11241446725317683,-0.28128626605682433,1.210700392234926,4,0.09286412512218956,0.0
167,16.663958641891387,0.4640928268180672,0.0349553419467768,0.34284207613035905,0.0,-0.12218963831867047,-0.27751656985381923,1.2321418024322104,4,0.11241446725317683,0.0
168,16.702598208592264,0.4163787028711593,0.0348140187043751,0.34145653860989744,0.0,-0.1026392961876832,-0.2748492970608024,1.2491432117805958,4,0.12218963831867047,0.0
169,16.745956152153145,0.4331878094876107,0.0347199159991476,0.3405339489393691,0.0,-0.08308895405669592,-0.2727414394622213,1.2682207069473836,4,0.1026392961876832,0.0
170,16.782127888225556,0.3908991318579451,0.0347218992236035,0.34055339264529494,0.0,-0.07331378299120228,-0.271463221961254,1.2841362708192448,4,0.08308895405669592,0.0
171,16.81775132171195,0.3668441208091089,0.0348633073259606,0.3419397665844892,0.0,-0.09286412512218956,-0.27037119913304786,1.2998105815532575,4,0.07331378299120228,0.0
172,16.845324836512145,0.2985635113777682,0.0350047154283177,0.3433261336861698,0.0,-0.09286412512218956,-0.27018617354581037,1.3119429280653436,4,0.09286412512218956,0.0
